Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=4, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  4 	 Train loss 6.1980 	 LR 0.0099 	 Train images 200 	 Round   1
Device  4 	 Train loss 0.9851 	 LR 0.0072 	 Train images 200 	 Round  32
Device  4 	 Train loss 0.9743 	 LR 0.0072 	 Train images 200 	 Round  33
Device  4 	 Train loss 0.9624 	 LR 0.0071 	 Train images 200 	 Round  34
Device  4 	 Train loss 0.9477 	 LR 0.0070 	 Train images 200 	 Round  35
Device  4 	 Train loss 0.9161 	 LR 0.0070 	 Train images 200 	 Round  36
Device  4 	 Train loss 0.8941 	 LR 0.0069 	 Train images 200 	 Round  37
Device  4 	 Train loss 0.8701 	 LR 0.0068 	 Train images 200 	 Round  38
Device  4 	 Train loss 0.8540 	 LR 0.0068 	 Train images 200 	 Round  39
Device  4 	 Train loss 0.8618 	 LR 0.0067 	 Train images 200 	 Round  40
Device  4 	 Train loss 0.8433 	 LR 0.0066 	 Train images 200 	 Round  41
Device  4 	 Train loss 0.8015 	 LR 0.0066 	 Train images 200 	 Round  42
Device  4 	 Train loss 0.8377 	 LR 0.0065 	 Train images 200 	 Round  43
Device  4 	 Train loss 0.8103 	 LR 0.0064 	 Train images 200 	 Round  44
Device  4 	 Train loss 0.8111 	 LR 0.0064 	 Train images 200 	 Round  45
Device  4 	 Train loss 0.7697 	 LR 0.0063 	 Train images 200 	 Round  46
Device  4 	 Train loss 0.7643 	 LR 0.0062 	 Train images 200 	 Round  47
Device  4 	 Train loss 0.7504 	 LR 0.0062 	 Train images 200 	 Round  48
Device  4 	 Train loss 0.7563 	 LR 0.0061 	 Train images 200 	 Round  49
Device  4 	 Train loss 0.7211 	 LR 0.0061 	 Train images 200 	 Round  50
Device  4 	 Train loss 0.7406 	 LR 0.0060 	 Train images 200 	 Round  51
Device  4 	 Train loss 0.7221 	 LR 0.0059 	 Train images 200 	 Round  52
Device  4 	 Train loss 0.7413 	 LR 0.0059 	 Train images 200 	 Round  53
Device  4 	 Train loss 0.7084 	 LR 0.0058 	 Train images 200 	 Round  54
Device  4 	 Train loss 0.6953 	 LR 0.0058 	 Train images 200 	 Round  55
Device  4 	 Train loss 0.6892 	 LR 0.0057 	 Train images 200 	 Round  56
Device  4 	 Train loss 0.7009 	 LR 0.0056 	 Train images 200 	 Round  57
Device  4 	 Train loss 0.6788 	 LR 0.0056 	 Train images 200 	 Round  58
Device  4 	 Train loss 0.6545 	 LR 0.0055 	 Train images 200 	 Round  59
Device  4 	 Train loss 0.6699 	 LR 0.0055 	 Train images 200 	 Round  60
Device  4 	 Train loss 0.6636 	 LR 0.0054 	 Train images 200 	 Round  61
Device  4 	 Train loss 0.6515 	 LR 0.0054 	 Train images 200 	 Round  62
Device  4 	 Train loss 0.6606 	 LR 0.0053 	 Train images 200 	 Round  63
Device  4 	 Train loss 0.6574 	 LR 0.0053 	 Train images 200 	 Round  64
Device  4 	 Train loss 0.6562 	 LR 0.0052 	 Train images 200 	 Round  65
Device  4 	 Train loss 0.6365 	 LR 0.0052 	 Train images 200 	 Round  66
Device  4 	 Train loss 0.6243 	 LR 0.0051 	 Train images 200 	 Round  67
Device  4 	 Train loss 0.6419 	 LR 0.0050 	 Train images 200 	 Round  68
Device  4 	 Train loss 0.6233 	 LR 0.0050 	 Train images 200 	 Round  69
Device  4 	 Train loss 0.6231 	 LR 0.0049 	 Train images 200 	 Round  70
Device  4 	 Train loss 0.6263 	 LR 0.0049 	 Train images 200 	 Round  71
Device  4 	 Train loss 0.6346 	 LR 0.0048 	 Train images 200 	 Round  72
Device  4 	 Train loss 0.6112 	 LR 0.0048 	 Train images 200 	 Round  73
Device  4 	 Train loss 0.6045 	 LR 0.0048 	 Train images 200 	 Round  74
Device  4 	 Train loss 0.6029 	 LR 0.0047 	 Train images 200 	 Round  75
Device  4 	 Train loss 0.6008 	 LR 0.0047 	 Train images 200 	 Round  76
Device  4 	 Train loss 0.6021 	 LR 0.0046 	 Train images 200 	 Round  77
Device  4 	 Train loss 0.5864 	 LR 0.0046 	 Train images 200 	 Round  78
Device  4 	 Train loss 0.5771 	 LR 0.0045 	 Train images 200 	 Round  79
Device  4 	 Train loss 0.5793 	 LR 0.0045 	 Train images 200 	 Round  80
Device  4 	 Train loss 0.5769 	 LR 0.0044 	 Train images 200 	 Round  81
Device  4 	 Train loss 0.5769 	 LR 0.0044 	 Train images 200 	 Round  82
Device  4 	 Train loss 0.5875 	 LR 0.0043 	 Train images 200 	 Round  83
Device  4 	 Train loss 0.5656 	 LR 0.0043 	 Train images 200 	 Round  84
Device  4 	 Train loss 0.5698 	 LR 0.0043 	 Train images 200 	 Round  85
Device  4 	 Train loss 0.5596 	 LR 0.0042 	 Train images 200 	 Round  86
Device  4 	 Train loss 0.5543 	 LR 0.0042 	 Train images 200 	 Round  87
Device  4 	 Train loss 0.5630 	 LR 0.0041 	 Train images 200 	 Round  88
Device  4 	 Train loss 0.5380 	 LR 0.0041 	 Train images 200 	 Round  89
Device  4 	 Train loss 0.5558 	 LR 0.0040 	 Train images 200 	 Round  90
Device  4 	 Train loss 0.5324 	 LR 0.0040 	 Train images 200 	 Round  91
Device  4 	 Train loss 0.5200 	 LR 0.0040 	 Train images 200 	 Round  92
Device  4 	 Train loss 0.5481 	 LR 0.0039 	 Train images 200 	 Round  93
Device  4 	 Train loss 0.5484 	 LR 0.0039 	 Train images 200 	 Round  94
Device  4 	 Train loss 0.5317 	 LR 0.0038 	 Train images 200 	 Round  95
Device  4 	 Train loss 0.5376 	 LR 0.0038 	 Train images 200 	 Round  96
Device  4 	 Train loss 0.5208 	 LR 0.0038 	 Train images 200 	 Round  97
Device  4 	 Train loss 0.5101 	 LR 0.0037 	 Train images 200 	 Round  98
Device  4 	 Train loss 0.5349 	 LR 0.0037 	 Train images 200 	 Round  99
Device  4 	 Train loss 0.5337 	 LR 0.0037 	 Train images 200 	 Round 100
Defense dcs on Dataset MNIST.
Finished computations with time: 0:07:07.158328

Namespace(seed=42, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='iid', TotalDevNum=10, DevNum=4, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
Device  4 	 Train loss 6.1980 	 LR 0.0099 	 Train images 200 	 Round   1
Device  4 	 Train loss 3.9432 	 LR 0.0098 	 Train images 200 	 Round   2
Device  4 	 Train loss 3.3967 	 LR 0.0097 	 Train images 200 	 Round   3
Device  4 	 Train loss 3.5960 	 LR 0.0096 	 Train images 200 	 Round   4
Device  4 	 Train loss 2.5460 	 LR 0.0095 	 Train images 200 	 Round   5
Device  4 	 Train loss 2.5736 	 LR 0.0094 	 Train images 200 	 Round   6
Device  4 	 Train loss 2.5133 	 LR 0.0093 	 Train images 200 	 Round   7
Device  4 	 Train loss 2.1592 	 LR 0.0092 	 Train images 200 	 Round   8
Device  4 	 Train loss 2.0986 	 LR 0.0091 	 Train images 200 	 Round   9
Device  4 	 Train loss 2.0183 	 LR 0.0090 	 Train images 200 	 Round  10
Device  4 	 Train loss 1.8506 	 LR 0.0090 	 Train images 200 	 Round  11
Device  4 	 Train loss 1.8323 	 LR 0.0089 	 Train images 200 	 Round  12
Device  4 	 Train loss 1.7412 	 LR 0.0088 	 Train images 200 	 Round  13
Device  4 	 Train loss 1.6579 	 LR 0.0087 	 Train images 200 	 Round  14
Device  4 	 Train loss 1.6062 	 LR 0.0086 	 Train images 200 	 Round  15
Device  4 	 Train loss 1.5380 	 LR 0.0085 	 Train images 200 	 Round  16
Device  4 	 Train loss 1.5211 	 LR 0.0084 	 Train images 200 	 Round  17
Device  4 	 Train loss 1.4153 	 LR 0.0083 	 Train images 200 	 Round  18
Device  4 	 Train loss 1.4055 	 LR 0.0083 	 Train images 200 	 Round  19
Device  4 	 Train loss 1.3754 	 LR 0.0082 	 Train images 200 	 Round  20
Device  4 	 Train loss 1.3298 	 LR 0.0081 	 Train images 200 	 Round  21
Device  4 	 Train loss 1.2768 	 LR 0.0080 	 Train images 200 	 Round  22
Device  4 	 Train loss 1.2270 	 LR 0.0079 	 Train images 200 	 Round  23
Device  4 	 Train loss 1.2170 	 LR 0.0079 	 Train images 200 	 Round  24
Device  4 	 Train loss 1.1654 	 LR 0.0078 	 Train images 200 	 Round  25
Device  4 	 Train loss 1.1259 	 LR 0.0077 	 Train images 200 	 Round  26
Device  4 	 Train loss 1.1148 	 LR 0.0076 	 Train images 200 	 Round  27
Device  4 	 Train loss 1.0869 	 LR 0.0075 	 Train images 200 	 Round  28
Device  4 	 Train loss 1.0575 	 LR 0.0075 	 Train images 200 	 Round  29
Device  4 	 Train loss 1.0265 	 LR 0.0074 	 Train images 200 	 Round  30
Device  4 	 Train loss 0.9613 	 LR 0.0073 	 Train images 200 	 Round  31
Device  4 	 Train loss 0.9851 	 LR 0.0072 	 Train images 200 	 Round  32
Device  4 	 Train loss 0.9743 	 LR 0.0072 	 Train images 200 	 Round  33
Device  4 	 Train loss 0.9624 	 LR 0.0071 	 Train images 200 	 Round  34
Device  4 	 Train loss 0.9477 	 LR 0.0070 	 Train images 200 	 Round  35
Device  4 	 Train loss 0.9161 	 LR 0.0070 	 Train images 200 	 Round  36
Device  4 	 Train loss 0.8941 	 LR 0.0069 	 Train images 200 	 Round  37
Device  4 	 Train loss 0.8701 	 LR 0.0068 	 Train images 200 	 Round  38
Device  4 	 Train loss 0.8540 	 LR 0.0068 	 Train images 200 	 Round  39
Device  4 	 Train loss 0.8618 	 LR 0.0067 	 Train images 200 	 Round  40
Device  4 	 Train loss 0.8433 	 LR 0.0066 	 Train images 200 	 Round  41
Device  4 	 Train loss 0.8015 	 LR 0.0066 	 Train images 200 	 Round  42
Device  4 	 Train loss 0.8377 	 LR 0.0065 	 Train images 200 	 Round  43
Device  4 	 Train loss 0.8103 	 LR 0.0064 	 Train images 200 	 Round  44
Device  4 	 Train loss 0.8111 	 LR 0.0064 	 Train images 200 	 Round  45
Device  4 	 Train loss 0.7696 	 LR 0.0063 	 Train images 200 	 Round  46
Device  4 	 Train loss 0.7643 	 LR 0.0062 	 Train images 200 	 Round  47
Device  4 	 Train loss 0.7504 	 LR 0.0062 	 Train images 200 	 Round  48
Device  4 	 Train loss 0.7563 	 LR 0.0061 	 Train images 200 	 Round  49
Device  4 	 Train loss 0.7211 	 LR 0.0061 	 Train images 200 	 Round  50
Device  4 	 Train loss 0.7406 	 LR 0.0060 	 Train images 200 	 Round  51
Device  4 	 Train loss 0.7221 	 LR 0.0059 	 Train images 200 	 Round  52
Device  4 	 Train loss 0.7413 	 LR 0.0059 	 Train images 200 	 Round  53
Device  4 	 Train loss 0.7084 	 LR 0.0058 	 Train images 200 	 Round  54
Device  4 	 Train loss 0.6953 	 LR 0.0058 	 Train images 200 	 Round  55
Device  4 	 Train loss 0.6892 	 LR 0.0057 	 Train images 200 	 Round  56
Device  4 	 Train loss 0.7009 	 LR 0.0056 	 Train images 200 	 Round  57
Device  4 	 Train loss 0.6788 	 LR 0.0056 	 Train images 200 	 Round  58
Device  4 	 Train loss 0.6545 	 LR 0.0055 	 Train images 200 	 Round  59
Device  4 	 Train loss 0.6699 	 LR 0.0055 	 Train images 200 	 Round  60
Device  4 	 Train loss 0.6636 	 LR 0.0054 	 Train images 200 	 Round  61
Device  4 	 Train loss 0.6515 	 LR 0.0054 	 Train images 200 	 Round  62
Device  4 	 Train loss 0.6606 	 LR 0.0053 	 Train images 200 	 Round  63
Device  4 	 Train loss 0.6574 	 LR 0.0053 	 Train images 200 	 Round  64
Device  4 	 Train loss 0.6562 	 LR 0.0052 	 Train images 200 	 Round  65
Device  4 	 Train loss 0.6365 	 LR 0.0052 	 Train images 200 	 Round  66
Device  4 	 Train loss 0.6243 	 LR 0.0051 	 Train images 200 	 Round  67
Device  4 	 Train loss 0.6419 	 LR 0.0050 	 Train images 200 	 Round  68
Device  4 	 Train loss 0.6233 	 LR 0.0050 	 Train images 200 	 Round  69
Device  4 	 Train loss 0.6231 	 LR 0.0049 	 Train images 200 	 Round  70
Device  4 	 Train loss 0.6263 	 LR 0.0049 	 Train images 200 	 Round  71
Device  4 	 Train loss 0.6346 	 LR 0.0048 	 Train images 200 	 Round  72
Device  4 	 Train loss 0.6113 	 LR 0.0048 	 Train images 200 	 Round  73
Device  4 	 Train loss 0.6045 	 LR 0.0048 	 Train images 200 	 Round  74
Device  4 	 Train loss 0.6029 	 LR 0.0047 	 Train images 200 	 Round  75
Device  4 	 Train loss 0.6008 	 LR 0.0047 	 Train images 200 	 Round  76
Device  4 	 Train loss 0.6021 	 LR 0.0046 	 Train images 200 	 Round  77
Device  4 	 Train loss 0.5864 	 LR 0.0046 	 Train images 200 	 Round  78
Device  4 	 Train loss 0.5771 	 LR 0.0045 	 Train images 200 	 Round  79
Device  4 	 Train loss 0.5792 	 LR 0.0045 	 Train images 200 	 Round  80
Device  4 	 Train loss 0.5769 	 LR 0.0044 	 Train images 200 	 Round  81
Device  4 	 Train loss 0.5769 	 LR 0.0044 	 Train images 200 	 Round  82
Device  4 	 Train loss 0.5875 	 LR 0.0043 	 Train images 200 	 Round  83
Device  4 	 Train loss 0.5656 	 LR 0.0043 	 Train images 200 	 Round  84
Device  4 	 Train loss 0.5698 	 LR 0.0043 	 Train images 200 	 Round  85
Device  4 	 Train loss 0.5596 	 LR 0.0042 	 Train images 200 	 Round  86
Device  4 	 Train loss 0.5543 	 LR 0.0042 	 Train images 200 	 Round  87
Device  4 	 Train loss 0.5630 	 LR 0.0041 	 Train images 200 	 Round  88
Device  4 	 Train loss 0.5380 	 LR 0.0041 	 Train images 200 	 Round  89
Device  4 	 Train loss 0.5557 	 LR 0.0040 	 Train images 200 	 Round  90
Device  4 	 Train loss 0.5323 	 LR 0.0040 	 Train images 200 	 Round  91
Device  4 	 Train loss 0.5200 	 LR 0.0040 	 Train images 200 	 Round  92
Device  4 	 Train loss 0.5481 	 LR 0.0039 	 Train images 200 	 Round  93
Device  4 	 Train loss 0.5484 	 LR 0.0039 	 Train images 200 	 Round  94
Device  4 	 Train loss 0.5317 	 LR 0.0038 	 Train images 200 	 Round  95
Device  4 	 Train loss 0.5376 	 LR 0.0038 	 Train images 200 	 Round  96
Device  4 	 Train loss 0.5208 	 LR 0.0038 	 Train images 200 	 Round  97
Device  4 	 Train loss 0.5101 	 LR 0.0037 	 Train images 200 	 Round  98
Device  4 	 Train loss 0.5349 	 LR 0.0037 	 Train images 200 	 Round  99
Device  4 	 Train loss 0.5337 	 LR 0.0037 	 Train images 200 	 Round 100
Device  4 	 Train loss 0.5238 	 LR 0.0036 	 Train images 200 	 Round 101
Device  4 	 Train loss 0.5216 	 LR 0.0036 	 Train images 200 	 Round 102
Device  4 	 Train loss 0.5063 	 LR 0.0036 	 Train images 200 	 Round 103
Device  4 	 Train loss 0.5065 	 LR 0.0035 	 Train images 200 	 Round 104
Device  4 	 Train loss 0.5239 	 LR 0.0035 	 Train images 200 	 Round 105
Device  4 	 Train loss 0.5180 	 LR 0.0034 	 Train images 200 	 Round 106
Device  4 	 Train loss 0.5236 	 LR 0.0034 	 Train images 200 	 Round 107
Device  4 	 Train loss 0.5095 	 LR 0.0034 	 Train images 200 	 Round 108
Device  4 	 Train loss 0.5012 	 LR 0.0033 	 Train images 200 	 Round 109
Device  4 	 Train loss 0.5110 	 LR 0.0033 	 Train images 200 	 Round 110
Device  4 	 Train loss 0.5088 	 LR 0.0033 	 Train images 200 	 Round 111
Device  4 	 Train loss 0.5064 	 LR 0.0032 	 Train images 200 	 Round 112
Device  4 	 Train loss 0.5113 	 LR 0.0032 	 Train images 200 	 Round 113
Device  4 	 Train loss 0.5044 	 LR 0.0032 	 Train images 200 	 Round 114
Device  4 	 Train loss 0.4864 	 LR 0.0031 	 Train images 200 	 Round 115
Device  4 	 Train loss 0.4941 	 LR 0.0031 	 Train images 200 	 Round 116
Device  4 	 Train loss 0.4965 	 LR 0.0031 	 Train images 200 	 Round 117
Device  4 	 Train loss 0.5046 	 LR 0.0031 	 Train images 200 	 Round 118
Device  4 	 Train loss 0.4995 	 LR 0.0030 	 Train images 200 	 Round 119
Device  4 	 Train loss 0.5033 	 LR 0.0030 	 Train images 200 	 Round 120
Device  4 	 Train loss 0.4906 	 LR 0.0030 	 Train images 200 	 Round 121
Device  4 	 Train loss 0.4958 	 LR 0.0029 	 Train images 200 	 Round 122
Device  4 	 Train loss 0.4809 	 LR 0.0029 	 Train images 200 	 Round 123
Device  4 	 Train loss 0.4937 	 LR 0.0029 	 Train images 200 	 Round 124
Device  4 	 Train loss 0.4944 	 LR 0.0028 	 Train images 200 	 Round 125
Device  4 	 Train loss 0.4748 	 LR 0.0028 	 Train images 200 	 Round 126
Device  4 	 Train loss 0.4844 	 LR 0.0028 	 Train images 200 	 Round 127
Device  4 	 Train loss 0.4799 	 LR 0.0028 	 Train images 200 	 Round 128
Device  4 	 Train loss 0.4796 	 LR 0.0027 	 Train images 200 	 Round 129
Device  4 	 Train loss 0.4679 	 LR 0.0027 	 Train images 200 	 Round 130
Device  4 	 Train loss 0.4862 	 LR 0.0027 	 Train images 200 	 Round 131
Device  4 	 Train loss 0.4901 	 LR 0.0027 	 Train images 200 	 Round 132
Device  4 	 Train loss 0.4779 	 LR 0.0026 	 Train images 200 	 Round 133
Device  4 	 Train loss 0.4798 	 LR 0.0026 	 Train images 200 	 Round 134
Device  4 	 Train loss 0.4833 	 LR 0.0026 	 Train images 200 	 Round 135
Device  4 	 Train loss 0.4466 	 LR 0.0025 	 Train images 200 	 Round 136
Device  4 	 Train loss 0.4491 	 LR 0.0025 	 Train images 200 	 Round 137
Device  4 	 Train loss 0.4653 	 LR 0.0025 	 Train images 200 	 Round 138
Device  4 	 Train loss 0.4642 	 LR 0.0025 	 Train images 200 	 Round 139
Device  4 	 Train loss 0.4669 	 LR 0.0024 	 Train images 200 	 Round 140
Device  4 	 Train loss 0.4770 	 LR 0.0024 	 Train images 200 	 Round 141
Device  4 	 Train loss 0.4646 	 LR 0.0024 	 Train images 200 	 Round 142
Device  4 	 Train loss 0.4333 	 LR 0.0024 	 Train images 200 	 Round 143
Device  4 	 Train loss 0.4660 	 LR 0.0024 	 Train images 200 	 Round 144
Device  4 	 Train loss 0.4607 	 LR 0.0023 	 Train images 200 	 Round 145
Device  4 	 Train loss 0.4615 	 LR 0.0023 	 Train images 200 	 Round 146
Device  4 	 Train loss 0.4702 	 LR 0.0023 	 Train images 200 	 Round 147
Device  4 	 Train loss 0.4615 	 LR 0.0023 	 Train images 200 	 Round 148
Device  4 	 Train loss 0.4632 	 LR 0.0022 	 Train images 200 	 Round 149
Device  4 	 Train loss 0.4577 	 LR 0.0022 	 Train images 200 	 Round 150
Device  4 	 Train loss 0.4723 	 LR 0.0022 	 Train images 200 	 Round 151
Device  4 	 Train loss 0.4482 	 LR 0.0022 	 Train images 200 	 Round 152
Device  4 	 Train loss 0.4484 	 LR 0.0021 	 Train images 200 	 Round 153
Device  4 	 Train loss 0.4467 	 LR 0.0021 	 Train images 200 	 Round 154
Device  4 	 Train loss 0.4517 	 LR 0.0021 	 Train images 200 	 Round 155
Device  4 	 Train loss 0.4582 	 LR 0.0021 	 Train images 200 	 Round 156
Device  4 	 Train loss 0.4606 	 LR 0.0021 	 Train images 200 	 Round 157
Device  4 	 Train loss 0.4597 	 LR 0.0020 	 Train images 200 	 Round 158
Device  4 	 Train loss 0.4581 	 LR 0.0020 	 Train images 200 	 Round 159
Device  4 	 Train loss 0.4573 	 LR 0.0020 	 Train images 200 	 Round 160
Device  4 	 Train loss 0.4444 	 LR 0.0020 	 Train images 200 	 Round 161
Device  4 	 Train loss 0.4575 	 LR 0.0020 	 Train images 200 	 Round 162
Device  4 	 Train loss 0.4488 	 LR 0.0019 	 Train images 200 	 Round 163
Device  4 	 Train loss 0.4581 	 LR 0.0019 	 Train images 200 	 Round 164
Device  4 	 Train loss 0.4518 	 LR 0.0019 	 Train images 200 	 Round 165
Device  4 	 Train loss 0.4528 	 LR 0.0019 	 Train images 200 	 Round 166
Device  4 	 Train loss 0.4462 	 LR 0.0019 	 Train images 200 	 Round 167
Device  4 	 Train loss 0.4361 	 LR 0.0018 	 Train images 200 	 Round 168
Device  4 	 Train loss 0.4414 	 LR 0.0018 	 Train images 200 	 Round 169
Device  4 	 Train loss 0.4531 	 LR 0.0018 	 Train images 200 	 Round 170
Device  4 	 Train loss 0.4448 	 LR 0.0018 	 Train images 200 	 Round 171
Device  4 	 Train loss 0.4492 	 LR 0.0018 	 Train images 200 	 Round 172
Device  4 	 Train loss 0.4391 	 LR 0.0018 	 Train images 200 	 Round 173
Device  4 	 Train loss 0.4488 	 LR 0.0017 	 Train images 200 	 Round 174
Device  4 	 Train loss 0.4452 	 LR 0.0017 	 Train images 200 	 Round 175
Device  4 	 Train loss 0.4419 	 LR 0.0017 	 Train images 200 	 Round 176
Device  4 	 Train loss 0.4423 	 LR 0.0017 	 Train images 200 	 Round 177
Device  4 	 Train loss 0.4381 	 LR 0.0017 	 Train images 200 	 Round 178
Device  4 	 Train loss 0.4450 	 LR 0.0017 	 Train images 200 	 Round 179
Device  4 	 Train loss 0.4386 	 LR 0.0016 	 Train images 200 	 Round 180
Device  4 	 Train loss 0.4356 	 LR 0.0016 	 Train images 200 	 Round 181
Device  4 	 Train loss 0.4229 	 LR 0.0016 	 Train images 200 	 Round 182
Device  4 	 Train loss 0.4372 	 LR 0.0016 	 Train images 200 	 Round 183
Device  4 	 Train loss 0.4331 	 LR 0.0016 	 Train images 200 	 Round 184
Device  4 	 Train loss 0.4394 	 LR 0.0016 	 Train images 200 	 Round 185
Device  4 	 Train loss 0.4231 	 LR 0.0015 	 Train images 200 	 Round 186
Device  4 	 Train loss 0.4283 	 LR 0.0015 	 Train images 200 	 Round 187
Device  4 	 Train loss 0.4411 	 LR 0.0015 	 Train images 200 	 Round 188
Device  4 	 Train loss 0.4279 	 LR 0.0015 	 Train images 200 	 Round 189
Device  4 	 Train loss 0.4330 	 LR 0.0015 	 Train images 200 	 Round 190
Device  4 	 Train loss 0.4411 	 LR 0.0015 	 Train images 200 	 Round 191
Device  4 	 Train loss 0.4312 	 LR 0.0015 	 Train images 200 	 Round 192
Device  4 	 Train loss 0.4264 	 LR 0.0014 	 Train images 200 	 Round 193
Device  4 	 Train loss 0.4221 	 LR 0.0014 	 Train images 200 	 Round 194
Device  4 	 Train loss 0.4382 	 LR 0.0014 	 Train images 200 	 Round 195
Device  4 	 Train loss 0.4278 	 LR 0.0014 	 Train images 200 	 Round 196
Device  4 	 Train loss 0.4351 	 LR 0.0014 	 Train images 200 	 Round 197
Device  4 	 Train loss 0.4300 	 LR 0.0014 	 Train images 200 	 Round 198
Device  4 	 Train loss 0.4334 	 LR 0.0014 	 Train images 200 	 Round 199
Device  4 	 Train loss 0.4304 	 LR 0.0013 	 Train images 200 	 Round 200
Defense dcs on Dataset MNIST.
Finished computations with time: 0:13:38.331936

