S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
31.7007,2.8677,10.4839,2.1919,90.3226,0.4155,49.9244,2.0701,0.2268,3.581,0.1764,3.5714,70.1109,0.7847,45.3629,1.5326,91.6835,0.3282,4.5111,3.1759,90.9778,0.3495
40.9856,2.3001,22.9587,1.806,88.6341,0.487,82.2077,0.5754,47.253,1.3861,48.2863,1.3782,63.0292,0.9693,64.2641,1.1631,86.4919,0.5052,56.5272,1.2423,84.7026,0.5328
40.9255,2.4202,19.9093,1.9548,80.1159,0.5617,93.75,0.2991,67.8679,0.9732,69.3548,0.9634,55.5948,1.1878,54.1583,1.2517,83.1905,0.5505,67.8427,0.9814,81.4264,0.5795
41.4463,2.457,19.9849,1.9598,81.9556,0.5144,93.4476,0.3007,68.8004,0.9539,70.3881,0.9448,56.4768,1.1718,55.6704,1.2057,83.9718,0.5215,67.1371,0.9819,82.4345,0.5496
41.9471,2.491,21.2954,1.9228,82.3337,0.507,93.876,0.2891,68.9768,0.9422,70.7157,0.9301,56.9052,1.1593,56.9808,1.1874,83.5938,0.5154,68.0948,0.9635,82.4093,0.5442
42.1174,2.5106,22.4042,1.9042,82.5857,0.4961,94.1028,0.28,70.7661,0.9143,71.8498,0.9018,56.6532,1.1528,57.3589,1.1675,83.6693,0.4988,68.2712,0.9496,82.9889,0.5256
42.6082,2.5387,25.9829,1.8457,83.1401,0.4768,94.3548,0.2697,71.0685,0.901,71.7238,0.8894,56.7792,1.1453,57.6613,1.1518,83.6693,0.5125,68.2712,0.9421,82.9385,0.5389
42.4679,2.5476,25.1764,1.851,84.4254,0.4642,93.8508,0.2798,71.2702,0.9009,72.7571,0.8867,56.7288,1.1292,59.8286,1.1234,84.2994,0.4904,68.8004,0.9332,83.3921,0.5114
42.7784,2.5846,28.1502,1.8053,83.5685,0.4757,94.4556,0.2612,71.6986,0.8831,72.7823,0.8701,56.9808,1.128,59.627,1.1214,83.9214,0.4887,69.2792,0.9133,82.8881,0.5158
42.6683,2.6021,27.6966,1.8173,85.7107,0.4335,94.1028,0.2618,71.875,0.8763,73.1855,0.8624,56.9556,1.1223,62.1472,1.0867,83.6441,0.4932,69.0524,0.9158,83.0897,0.514
42.9788,2.6149,29.9143,1.7628,84.375,0.4595,94.7329,0.2523,73.4375,0.8501,74.3196,0.8368,57.9133,1.1075,61.4919,1.092,83.7954,0.4826,70.6149,0.8878,83.0141,0.506
43.0789,2.6444,29.5111,1.7529,85.5847,0.4363,94.254,0.2586,72.001,0.8675,72.9335,0.854,58.0141,1.0981,63.004,1.066,84.501,0.4692,70.1109,0.8961,83.5181,0.4932
43.1891,2.6547,30.1663,1.7504,85.5091,0.4456,95.1613,0.2439,72.8579,0.8501,74.4456,0.8355,57.9133,1.0939,63.004,1.065,84.123,0.4635,71.7742,0.8656,83.4677,0.4866
43.4595,2.6788,31.2752,1.7268,86.4667,0.4252,95.2369,0.2377,73.5887,0.8401,73.8659,0.8301,58.5433,1.073,64.9446,1.0331,84.1482,0.4769,73.0847,0.8489,83.3669,0.4957
43.5897,2.691,32.0564,1.6929,87.5,0.4088,94.9345,0.2432,73.8407,0.8355,74.2691,0.8258,57.8125,1.0798,65.8014,1.0215,85.5847,0.4432,72.0514,0.8611,84.4002,0.4627
43.4095,2.722,32.2077,1.7149,86.996,0.4157,95.4889,0.2283,74.6976,0.8155,75.2016,0.8045,59.5262,1.0468,64.5665,1.0351,84.0978,0.4679,72.0514,0.8486,83.5938,0.4831
43.6098,2.7331,31.8296,1.7087,88.2812,0.3852,94.9345,0.2398,74.6724,0.8234,75.1008,0.8114,59.4758,1.0418,66.0786,1.0057,85.131,0.4483,71.497,0.8651,84.2238,0.464
43.6298,2.7313,32.7621,1.6825,88.256,0.3852,95.4133,0.2238,75.252,0.7997,75.378,0.7871,58.8206,1.0614,66.6835,0.9853,84.2742,0.457,73.0595,0.8272,83.4929,0.4731
43.9002,2.7732,33.2913,1.6894,88.5081,0.3792,95.1109,0.2297,74.3196,0.8075,75.1512,0.7932,60.7863,1.0035,66.6079,0.9904,84.4002,0.4568,72.1522,0.8474,83.5181,0.4746
44.0805,2.7642,33.9214,1.6413,88.8861,0.3799,95.5141,0.2279,76.2097,0.7849,76.9909,0.7714,59.6522,1.0299,67.6159,0.9792,84.879,0.4508,73.5887,0.8298,84.627,0.4672
44.3109,2.7872,34.8286,1.6298,88.0796,0.3809,95.8165,0.211,75.0504,0.7743,76.3609,0.7601,60.6351,1.0201,67.8931,0.9689,84.879,0.4475,74.3196,0.8008,84.7026,0.4601
44.5112,2.789,35.005,1.6186,89.1129,0.3709,95.2873,0.2324,75.2016,0.7848,76.2097,0.7716,61.4163,0.99,68.246,0.9448,85.3075,0.4337,74.3196,0.8088,84.8034,0.4489
44.401,2.8157,33.997,1.6471,88.9617,0.37,96.0685,0.2099,76.5121,0.7612,76.8145,0.7504,60.9627,1.0004,68.8256,0.934,85.9375,0.4257,76.1845,0.7769,85.5847,0.4383
44.4411,2.8402,34.879,1.6122,89.6925,0.3581,96.1693,0.2063,77.0665,0.752,77.2681,0.7399,61.7439,0.9838,68.9768,0.9454,85.4335,0.4408,74.9244,0.7975,85.131,0.4532
44.5312,2.8424,35.4587,1.6029,89.2893,0.3662,96.0433,0.2088,77.2933,0.7442,78.1502,0.7314,62.5,0.9619,68.4728,0.9401,86.0887,0.422,75.0,0.7918,85.8871,0.4366
45.1623,2.8219,37.1472,1.5509,89.8689,0.346,95.6401,0.2199,76.8649,0.7475,77.7218,0.738,62.374,0.9468,70.4637,0.9028,85.6351,0.4275,75.7308,0.7838,85.5847,0.4411
45.1122,2.8638,37.4748,1.5375,90.9526,0.3275,95.4889,0.2245,76.2097,0.7573,77.4446,0.7449,62.0464,0.957,70.5393,0.8966,85.1814,0.4322,74.6976,0.7966,84.6522,0.444
44.982,2.8879,37.0464,1.5509,89.5917,0.3404,96.6986,0.1933,78.125,0.7238,78.7298,0.7137,62.1472,0.9686,70.8417,0.8935,85.5343,0.428,77.1169,0.7516,85.1814,0.4411
45.002,2.8872,37.5,1.5322,89.9446,0.3357,96.4466,0.2021,79.6371,0.7036,80.4183,0.6927,61.87,0.9648,69.8337,0.8945,87.0212,0.4023,76.1089,0.7647,86.6179,0.4138
45.1422,2.9103,38.2812,1.5283,90.9022,0.3268,96.6734,0.1951,78.3518,0.7177,79.0575,0.7058,63.004,0.9272,70.5393,0.891,85.4587,0.4339,75.8821,0.7675,85.4587,0.4467
45.4928,2.9137,38.004,1.5116,91.381,0.317,96.1189,0.2068,78.0746,0.7145,79.0827,0.7051,62.5,0.9515,71.1441,0.8774,87.3236,0.3939,75.4788,0.7737,87.0464,0.4082
45.3526,2.9298,37.9284,1.5103,90.5746,0.333,97.0766,0.1869,80.2419,0.6854,80.8468,0.675,61.996,0.9478,72.5554,0.8488,86.0887,0.4227,77.9486,0.7135,85.4839,0.4339
45.3225,2.9368,38.3821,1.5012,91.003,0.3219,96.9002,0.1929,78.1502,0.7161,79.2087,0.7027,63.4325,0.9178,71.7742,0.8627,87.626,0.3841,77.0917,0.7414,87.2228,0.3904
45.7131,2.9502,38.2056,1.4977,90.9022,0.32,97.001,0.1887,79.8387,0.693,80.3931,0.6808,63.5333,0.9058,72.1018,0.8554,86.8448,0.3938,77.2429,0.736,86.7188,0.4033
45.6931,2.9608,39.1885,1.4978,92.2631,0.29,96.497,0.2003,79.8891,0.6887,80.6704,0.6781,63.6341,0.9001,72.6814,0.8372,85.7107,0.4296,76.2853,0.7575,85.6099,0.4368
45.7632,2.967,39.4909,1.4681,90.8014,0.3324,97.127,0.1954,78.7802,0.7065,79.8891,0.6929,64.8186,0.8723,72.631,0.8555,86.9456,0.3956,78.3014,0.7283,86.8448,0.4066
45.5929,2.9921,39.1633,1.4702,92.7167,0.2971,96.7742,0.1905,81.4516,0.6535,82.3589,0.6434,63.3821,0.9075,74.496,0.807,85.5595,0.436,78.5786,0.7139,85.3831,0.4436
45.4728,3.0084,38.6341,1.4672,91.255,0.3106,98.2863,0.1643,79.5867,0.6815,80.4183,0.6687,63.0796,0.9267,74.6976,0.811,86.6935,0.401,80.3679,0.6775,86.3911,0.4123
46.1639,2.9865,39.7681,1.4363,93.4476,0.2825,96.7742,0.2011,80.4688,0.6755,81.25,0.666,64.5917,0.8725,75.6048,0.7855,86.996,0.4026,78.629,0.7173,86.4919,0.4109
45.4928,3.0235,39.6925,1.452,91.9103,0.301,98.1603,0.1644,81.4012,0.639,82.4345,0.6302,64.1885,0.8863,74.7984,0.803,85.5595,0.4258,79.9647,0.6817,85.4839,0.4355
46.0938,3.0041,39.8689,1.4431,93.624,0.2813,96.7994,0.1987,79.7379,0.6709,80.5696,0.6622,65.121,0.856,76.6129,0.7646,87.5252,0.3909,79.1835,0.6956,87.2732,0.3982
45.7632,3.0358,40.373,1.4341,92.3387,0.2867,97.7571,0.1692,80.998,0.6546,82.0816,0.6431,64.2893,0.8832,75.1764,0.7928,87.752,0.3857,79.8135,0.691,87.1472,0.3921
45.7232,3.0571,41.2046,1.4184,93.8004,0.2791,97.127,0.1863,80.6452,0.6688,82.006,0.6554,66.5071,0.8282,76.0585,0.7844,86.0131,0.4214,79.1079,0.7038,85.3831,0.4271
45.7232,3.0724,40.9526,1.4308,93.4224,0.2747,98.0091,0.171,80.9224,0.661,81.8044,0.651,64.9698,0.8629,74.8488,0.7876,86.87,0.3977,78.9062,0.6993,86.5423,0.4053
46.0938,3.0497,42.2379,1.3812,93.624,0.2833,97.4546,0.1858,81.4012,0.6498,82.6613,0.6401,65.2974,0.8442,76.6885,0.7633,86.2651,0.4088,80.0151,0.6811,86.2147,0.4142
46.0337,3.054,42.2379,1.3749,93.6996,0.2847,98.2863,0.1673,82.2581,0.6322,82.8881,0.6237,64.4909,0.8782,76.5373,0.7732,87.8024,0.3761,80.3427,0.6726,87.5,0.3814
46.4143,3.052,43.4224,1.353,94.2036,0.2626,98.0595,0.1712,81.88,0.6365,83.1149,0.6273,66.3558,0.8289,77.7218,0.7452,86.4163,0.4046,80.7712,0.6703,86.1895,0.4121
