S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
10.006,3.6477,0.0,5.8671,49.9244,1.6454,50.0756,1.504,0.0,2.7359,0.0,2.7359,49.9244,3.1741,0.0,2.7272,50.0756,1.2461,0.0,2.589,49.9244,1.2481
9.986,3.5823,0.0,4.6526,0.0,4.0578,49.9496,3.2438,49.9496,1.3438,49.9496,1.3442,0.0,5.3299,0.0,2.1653,0.0,4.5355,49.9496,1.3542,0.0,4.5366
10.006,3.2615,0.0,3.9812,50.0252,1.5215,49.9748,2.3725,0.0,3.8072,0.0,3.8014,50.0252,2.0779,0.0,2.8577,49.9748,1.0663,0.0,3.6982,50.0252,1.0656
10.0561,3.0865,0.0,3.3879,0.0,3.2502,50.1008,2.1939,50.63,1.307,50.5292,1.3102,0.0,3.6908,0.0,2.4603,0.0,3.7112,50.1008,1.3945,0.0,3.7263
10.8073,3.0954,0.0,3.4117,50.1512,1.1267,50.0,2.0941,0.0,3.6888,0.0,3.6591,49.8992,1.6708,0.126,2.2922,54.5111,1.0573,0.0,3.2464,53.9819,1.0859
10.2163,3.2119,0.0,3.2323,0.0,4.0416,49.7732,2.7279,50.1764,1.204,50.5544,1.1903,0.0,4.4252,0.9073,2.6451,0.0,3.9444,51.0837,1.3346,0.0,3.9612
10.006,3.5354,0.0,3.8495,50.0252,1.3188,49.9748,2.3124,0.0,4.0434,0.0,4.0441,50.0252,1.8787,0.0,2.9525,50.2772,1.3097,0.0,3.9084,50.3276,1.3364
10.2464,2.9896,0.0,3.0299,0.5796,2.9357,50.6804,1.6266,51.3609,1.1339,51.7137,1.1283,0.5292,3.4576,0.0,2.5574,0.8569,2.8743,50.0,1.2371,0.6804,2.8898
12.9307,3.2011,0.0,3.342,58.0645,0.8838,49.9748,1.983,0.0,3.6675,0.0,3.6688,50.0,1.4589,8.0141,2.1898,57.7873,1.0616,0.0,3.2397,57.6613,1.0943
10.3065,2.9466,0.0,2.9934,0.0,3.4566,50.0756,2.3271,51.3357,1.2062,51.4617,1.2042,0.0,3.8138,0.9325,2.3455,0.0,3.3707,51.1341,1.2177,0.0,3.3812
11.4483,3.3153,0.0,3.5091,51.4365,1.0779,50.2016,1.6819,0.1512,3.4433,0.0252,3.4642,50.0,1.6166,1.3105,2.5757,57.0816,1.0056,0.126,3.1324,56.754,1.0327
10.5369,2.9464,0.2016,2.9544,1.5877,2.9722,51.3357,1.7222,51.0837,1.2478,51.1845,1.2433,1.2601,3.3757,1.0333,2.4618,1.6129,2.8782,51.0333,1.1974,1.4365,2.899
19.371,2.9491,0.0,3.0294,75.2016,0.7668,49.8488,1.6541,0.0252,3.1467,0.0504,3.1472,50.0252,1.1779,25.4788,2.05,71.7238,0.7524,0.126,2.9068,69.9849,0.788
11.1579,2.8931,0.0504,3.0283,4.1835,2.8087,53.881,1.5569,52.1169,1.096,52.2681,1.0968,3.503,3.2176,1.0333,2.4539,4.6623,2.5231,51.0837,1.1866,4.8135,2.5388
17.6683,3.1708,0.0,3.2139,66.1794,0.7975,50.1512,1.7433,0.2268,3.3998,0.126,3.4113,50.0252,1.3111,16.129,2.1929,72.7571,0.7125,0.1512,3.1064,71.0685,0.7463
