S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
28.2452,2.5123,33.3669,1.9118,64.2389,1.1691,33.2913,1.9037,57.0816,1.3088,37.1724,1.5812,35.6855,1.645,37.248,1.8047,40.1714,1.4422,45.1109,1.728,19.4808,2.2365
29.397,2.5707,61.8448,1.2174,38.3569,1.6117,61.9708,1.204,62.9788,1.239,39.9698,1.5449,25.9325,2.1282,19.7077,1.9493,30.8468,1.6411,70.9929,1.0811,42.6915,1.5228
28.9764,2.6166,61.5171,1.2015,35.3579,1.6627,61.7439,1.1869,62.0968,1.2327,41.1794,1.5106,25.8064,2.1529,17.5151,2.0016,30.4435,1.6381,73.0595,1.0337,43.4728,1.5061
29.2768,2.6296,62.0716,1.1967,36.7944,1.6499,62.8024,1.1791,62.0716,1.2364,40.6754,1.5063,25.6804,2.1537,18.9516,1.9865,30.9728,1.6324,72.4798,1.0375,43.6744,1.5032
29.397,2.6312,61.2399,1.2017,37.4748,1.6437,62.3488,1.1836,62.3488,1.2364,41.6079,1.489,26.1593,2.1203,19.1028,1.9892,32.6613,1.6057,71.2954,1.048,42.7167,1.5152
29.4571,2.6391,61.9204,1.1872,38.5837,1.6271,63.1552,1.1678,62.626,1.2242,40.7006,1.5025,26.0333,2.125,19.8337,1.983,31.88,1.6199,71.4214,1.0446,42.7923,1.5216
29.6474,2.6418,60.9123,1.2046,38.4577,1.6352,61.8196,1.1861,62.0212,1.2313,41.8599,1.4827,26.1593,2.1163,20.2621,1.9782,32.8629,1.6011,71.5474,1.0383,43.4224,1.504
29.7376,2.6392,61.6683,1.1858,38.3317,1.6329,62.8276,1.1676,63.1048,1.2138,41.7339,1.4814,25.9073,2.1298,20.4637,1.9667,33.0645,1.6017,71.0938,1.0479,43.2712,1.5087
29.9479,2.6307,62.7268,1.1705,39.1129,1.6287,63.8609,1.1514,63.5585,1.2124,41.6331,1.4924,25.5796,2.1337,21.3206,1.9458,32.9889,1.6146,70.3377,1.0605,43.3216,1.5028
29.8478,2.6313,63.004,1.1708,39.4153,1.6162,63.8105,1.1533,63.9113,1.2049,41.5575,1.4812,25.8821,2.1174,20.9425,1.9616,32.6109,1.5999,70.2621,1.0558,42.4899,1.5236
30.1182,2.6307,62.6512,1.1754,38.6845,1.6307,63.9617,1.1523,64.2137,1.1925,41.9859,1.4686,25.8569,2.133,21.6986,1.9455,32.5857,1.6054,70.0605,1.0485,43.3216,1.5055
30.0381,2.6259,63.2812,1.1804,39.1633,1.6128,64.2389,1.1584,63.8861,1.2069,41.9355,1.4715,26.0333,2.108,21.6734,1.951,32.7117,1.5905,70.4385,1.0507,43.4476,1.5124
29.9679,2.6252,63.8609,1.1663,39.0877,1.6291,64.6673,1.1477,64.6421,1.1933,42.1119,1.4689,25.7056,2.1309,21.3458,1.9488,32.0312,1.608,70.5645,1.0398,43.2208,1.5015
30.1082,2.617,63.9869,1.1622,39.2389,1.6245,64.8438,1.1427,64.7933,1.1895,41.9607,1.4708,25.2772,2.1391,22.6058,1.9193,31.88,1.6152,69.9093,1.0482,43.624,1.4897
30.3686,2.6116,62.9284,1.1898,39.2137,1.62,64.2389,1.1671,64.8941,1.1875,42.6411,1.4455,25.756,2.114,22.9083,1.9174,32.3589,1.5964,70.4133,1.0358,43.876,1.4915
30.2484,2.6092,64.3649,1.1627,39.5917,1.6138,64.9193,1.1413,66.5071,1.1544,41.9355,1.4617,25.504,2.129,23.4375,1.9135,31.6784,1.6212,68.75,1.0541,42.3135,1.5158
30.2885,2.611,63.9869,1.1784,39.1633,1.6259,64.5665,1.1581,65.751,1.1638,42.5151,1.4402,25.4536,2.1408,23.7651,1.9116,31.8044,1.6089,70.0353,1.031,44.0272,1.4917
30.5088,2.6022,64.3901,1.1658,40.0454,1.607,64.8941,1.1458,67.0363,1.1443,42.3639,1.4482,25.378,2.1492,24.4456,1.8928,31.8296,1.6122,68.8004,1.0557,42.5151,1.5144
30.3786,2.5992,64.6169,1.1734,39.8438,1.6109,65.2218,1.1509,66.7339,1.1527,42.9688,1.431,25.7056,2.1446,24.0927,1.9064,32.0312,1.6035,69.9093,1.0449,43.2208,1.5149
30.4287,2.5963,65.2974,1.1571,39.2137,1.6162,66.0534,1.1346,66.4062,1.1654,42.2883,1.4505,25.5292,2.1393,23.9667,1.8959,31.6532,1.6102,70.5393,1.0364,44.254,1.4828
30.5288,2.5915,64.8941,1.1614,39.2893,1.615,65.4486,1.1397,67.1875,1.1356,42.8931,1.4307,25.3276,2.1534,25.1008,1.8907,31.754,1.6027,69.6321,1.0477,43.498,1.5053
30.599,2.5866,64.5917,1.1657,39.3649,1.6157,65.1714,1.1434,67.1623,1.1435,43.0696,1.4268,25.5544,2.147,25.1008,1.8832,31.8296,1.6017,70.3377,1.0408,43.8004,1.4868
