S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
11.7788,2.3836,12.4178,2.3844,11.2664,2.397,11.6776,2.3815,10.6908,2.3664,11.9243,2.3657,11.5954,2.4078,12.8289,2.3681,9.8684,2.4098,9.6217,2.3898,11.5954,2.3947
23.0569,2.1721,23.1086,2.1638,22.8618,2.1955,22.3684,2.1497,22.9441,2.149,24.0954,2.1741,21.6283,2.2132,23.273,2.1409,21.7928,2.2008,21.0526,2.1951,22.7796,2.2197
40.8253,1.6228,40.9539,1.6063,38.3224,1.625,40.7072,1.5903,42.1053,1.5816,41.8586,1.6347,39.8849,1.6458,40.625,1.5963,40.4605,1.6001,38.6513,1.6145,40.5428,1.6442
46.3241,1.4484,46.7928,1.4388,47.6151,1.4206,49.3421,1.4022,48.3553,1.4024,48.6842,1.4349,46.6283,1.4343,48.602,1.4096,49.8355,1.4248,46.7928,1.4156,46.4638,1.4612
48.7981,1.3999,48.9309,1.3772,50.9046,1.3709,50.4934,1.3501,51.8914,1.3524,50.6579,1.3779,50.6579,1.3823,49.5888,1.3687,51.5625,1.3384,48.1908,1.3713,48.0263,1.3907
51.7328,1.3406,51.8092,1.3123,53.9474,1.2971,56.8257,1.2462,54.852,1.268,54.523,1.3038,52.4671,1.3266,52.3849,1.293,55.5099,1.263,51.727,1.2795,52.2204,1.3267
53.8361,1.2639,55.2632,1.2289,55.8388,1.2226,59.2105,1.1683,57.5658,1.1778,57.8125,1.1839,55.2632,1.2401,55.3454,1.2115,58.4704,1.1576,56.1678,1.1774,56.0855,1.2461
56.0897,1.2188,58.3059,1.1618,60.5263,1.1478,60.1974,1.1089,60.4441,1.1253,61.3487,1.1314,58.8816,1.1597,59.7862,1.1538,63.7336,1.0753,59.375,1.1111,58.1414,1.1676
58.4836,1.1551,61.3487,1.1029,63.0757,1.0613,64.4737,1.0175,64.3914,1.0398,63.6513,1.0336,60.773,1.0787,62.4178,1.0766,65.3783,1.0068,63.4868,1.0282,60.9375,1.0848
58.9443,1.1632,62.5,1.0574,62.3355,1.0782,65.3783,1.0037,62.8289,1.0205,63.898,1.0232,61.3487,1.0825,62.7467,1.0636,65.0493,0.9946,62.0888,1.0268,61.7599,1.098
62.1795,1.0611,66.6941,0.9468,65.625,0.9471,68.8322,0.9062,66.9408,0.9146,69.2434,0.891,68.0921,0.9417,66.9408,0.9435,70.3947,0.8643,68.6678,0.8976,64.9671,0.9615
63.6518,1.0358,70.3947,0.8818,68.5855,0.8974,70.7237,0.853,69.0789,0.874,70.8882,0.8439,68.9145,0.8795,67.5987,0.9061,73.1086,0.8037,70.5592,0.8571,68.9145,0.9189
63.4415,1.0449,70.2303,0.8781,69.4079,0.881,70.8882,0.8416,69.6546,0.8529,71.2993,0.8348,69.5724,0.8955,68.5033,0.8874,73.7664,0.7956,70.3947,0.8561,68.4211,0.9184
66.1058,0.9721,74.3421,0.7894,73.5197,0.7866,75.4112,0.7382,74.7533,0.7386,74.4243,0.7391,73.0263,0.7852,72.6151,0.7808,75.6579,0.6988,73.602,0.7565,70.9704,0.813
66.4363,0.9678,74.9178,0.7414,75.3289,0.7672,76.8092,0.7266,74.8355,0.7396,75.5757,0.7131,73.6842,0.7654,74.1776,0.7502,78.7829,0.6767,72.4507,0.7453,73.273,0.7987
67.6983,0.9398,76.9737,0.6874,77.6316,0.7119,78.7829,0.665,76.727,0.6845,78.0428,0.6644,76.6447,0.7041,76.0691,0.6891,80.3454,0.6203,75.9046,0.6817,76.3158,0.7197
68.4595,0.9116,78.4539,0.643,77.7138,0.6565,81.5789,0.6104,79.1118,0.6347,80.3454,0.6017,78.2895,0.6517,77.9605,0.6526,81.6612,0.5756,75.9868,0.6458,77.3026,0.6693
68.5697,0.9028,80.0164,0.5938,78.3717,0.6377,82.2368,0.5566,80.5921,0.5826,80.5921,0.5591,79.3586,0.6104,79.7697,0.6109,82.5658,0.5476,79.7697,0.5957,78.3717,0.6234
68.8702,0.8868,80.9211,0.5615,81.0855,0.579,83.1414,0.5277,82.5658,0.5354,83.2237,0.5278,81.6612,0.5646,81.6612,0.5677,84.2105,0.5041,81.5789,0.5574,80.0164,0.5909
70.2023,0.879,83.4704,0.5017,82.8125,0.5374,86.102,0.4871,83.6349,0.5089,83.9638,0.4747,83.7171,0.4918,82.4836,0.5082,84.8684,0.4682,83.3882,0.5109,80.6743,0.5522
68.5797,0.9081,84.375,0.4938,83.4704,0.5192,85.1151,0.4935,83.9638,0.4806,85.1151,0.4677,82.5658,0.5254,84.1283,0.4955,87.3355,0.448,84.6217,0.4848,82.7303,0.5391
70.2023,0.8743,85.5263,0.4394,84.2105,0.4742,88.0757,0.4129,85.8553,0.4418,85.6086,0.4183,86.9243,0.4304,87.0888,0.4376,86.5132,0.4046,85.6908,0.4384,83.8816,0.4661
71.4043,0.8439,88.3224,0.3776,87.6645,0.406,89.3914,0.3691,87.4178,0.3873,89.227,0.3514,88.1579,0.3896,88.3224,0.3807,89.3092,0.3493,88.5691,0.3775,87.4178,0.3985
71.264,0.8659,88.6513,0.3535,87.5,0.3861,90.625,0.3521,88.1579,0.3645,89.3914,0.3487,87.5822,0.3881,87.9934,0.3729,89.3914,0.3327,88.9803,0.3569,88.0757,0.3863
71.2139,0.8589,89.9671,0.3385,88.5691,0.3772,91.2829,0.331,90.4605,0.3309,90.625,0.317,89.4737,0.3424,90.7895,0.3379,91.1184,0.3069,90.5428,0.3337,89.7204,0.3545
71.9651,0.8305,93.1743,0.2587,90.8717,0.3049,93.5033,0.2633,92.8454,0.2638,93.1743,0.2583,91.6118,0.295,92.9276,0.2646,93.6678,0.2499,92.023,0.28,92.1875,0.2873
71.7648,0.8512,92.5164,0.2664,91.3651,0.2888,93.5033,0.2509,93.4211,0.2605,92.6809,0.2509,91.6118,0.2844,92.5987,0.2672,93.5855,0.2471,93.4211,0.2519,91.7763,0.2886
72.1855,0.8468,95.0658,0.2254,93.5855,0.2348,94.5724,0.2272,94.1612,0.227,94.1612,0.2235,93.2566,0.2467,94.1612,0.2367,94.9836,0.2183,93.2566,0.2372,94.5724,0.2337
72.0753,0.844,96.1349,0.1982,94.3257,0.2175,95.5592,0.2019,96.5461,0.1922,96.0526,0.1901,95.0658,0.2092,96.2171,0.1957,96.2993,0.1898,96.0526,0.1908,95.0658,0.2125
72.8265,0.8242,98.273,0.1471,96.9572,0.1622,97.2862,0.1564,97.3684,0.1524,97.5329,0.1464,96.5461,0.1674,97.7796,0.1509,97.1217,0.1485,96.5461,0.1593,97.3684,0.1541
73.117,0.8216,98.273,0.1374,97.2862,0.1501,97.7796,0.1439,98.5197,0.1373,97.9441,0.1322,96.9572,0.1525,97.8618,0.1388,98.1908,0.1332,97.6151,0.1431,97.6974,0.1399
72.8265,0.8215,98.5197,0.1295,97.9441,0.1371,98.1086,0.1332,98.8487,0.1272,98.6842,0.1255,97.5329,0.1449,98.3553,0.1298,98.3553,0.1228,98.1908,0.1343,98.1086,0.1273
73.1671,0.822,98.8487,0.1197,98.3553,0.1274,98.3553,0.1255,98.8487,0.1207,98.9309,0.1187,97.6151,0.1371,98.602,0.1214,98.6842,0.1174,98.602,0.1244,98.273,0.123
73.137,0.8226,98.9309,0.1149,98.3553,0.1241,98.602,0.1188,99.0132,0.1154,99.0132,0.1117,97.7796,0.1289,98.9309,0.1136,98.7664,0.1098,98.5197,0.1198,98.4375,0.1148
73.097,0.8241,99.0132,0.11,98.4375,0.1148,98.6842,0.1146,99.2599,0.1092,99.1776,0.1058,98.273,0.1213,99.0132,0.1098,99.0954,0.1031,99.0132,0.1099,98.602,0.1096
73.097,0.8252,99.0132,0.1039,98.8487,0.1114,98.9309,0.109,99.5066,0.1038,99.5888,0.1002,98.4375,0.1145,99.0954,0.1019,99.1776,0.0997,99.0132,0.1083,98.8487,0.1044
73.1771,0.8267,99.2599,0.0988,99.1776,0.1041,99.2599,0.1001,99.6711,0.0976,99.5888,0.0962,98.8487,0.112,99.3421,0.1001,99.3421,0.0933,99.0954,0.1033,98.8487,0.1013
73.0369,0.8282,99.5888,0.0973,99.1776,0.1026,99.3421,0.0975,99.6711,0.0957,99.7533,0.0921,99.0132,0.1041,99.4243,0.0969,99.2599,0.0923,99.1776,0.0993,99.0954,0.0949
72.9868,0.8291,99.7533,0.0913,99.2599,0.0977,99.4243,0.0961,99.8355,0.092,99.7533,0.0888,99.1776,0.1018,99.5888,0.0908,99.5066,0.0891,99.3421,0.095,99.3421,0.0935
72.9968,0.8302,99.8355,0.0878,99.4243,0.0939,99.4243,0.0925,99.8355,0.0888,99.7533,0.0837,99.0954,0.0979,99.7533,0.0885,99.5888,0.0843,99.5066,0.0922,99.7533,0.0859
72.9467,0.8314,99.9178,0.0841,99.3421,0.0903,99.4243,0.0884,99.8355,0.0847,99.7533,0.0826,99.2599,0.0936,99.6711,0.0856,99.6711,0.0815,99.5066,0.0863,99.6711,0.0841
72.8666,0.832,99.8355,0.0831,99.4243,0.0874,99.5066,0.0837,99.9178,0.0812,99.7533,0.0793,99.4243,0.0895,99.7533,0.0831,99.7533,0.0776,99.7533,0.083,100.0,0.081
72.9668,0.8328,99.8355,0.0791,99.5888,0.0837,99.4243,0.0824,99.9178,0.0787,99.7533,0.0761,99.4243,0.0857,99.8355,0.0794,99.8355,0.0761,99.6711,0.0798,100.0,0.0765
72.7965,0.8345,99.9178,0.0753,99.5888,0.0808,99.4243,0.0792,100.0,0.0744,99.8355,0.0734,99.5066,0.0822,99.8355,0.0771,100.0,0.0728,99.8355,0.0784,100.0,0.0752
72.8866,0.8355,99.9178,0.0737,99.6711,0.0779,99.4243,0.0784,100.0,0.0739,99.9178,0.0714,99.5888,0.0797,99.9178,0.0738,100.0,0.0695,99.8355,0.0752,100.0,0.0737
72.8966,0.8358,99.9178,0.0718,99.7533,0.076,99.5066,0.0741,99.9178,0.0713,99.8355,0.0694,99.5888,0.0771,99.8355,0.0718,100.0,0.0682,99.8355,0.0728,100.0,0.0697
72.8766,0.8367,99.9178,0.0691,99.7533,0.0738,99.5888,0.0725,100.0,0.0673,99.9178,0.0671,99.5888,0.0742,99.8355,0.0702,100.0,0.0657,99.9178,0.07,100.0,0.0683
72.8666,0.8379,99.9178,0.0667,99.7533,0.0703,99.5888,0.0694,100.0,0.0664,99.9178,0.0642,99.7533,0.0716,99.8355,0.0683,100.0,0.0637,99.9178,0.0687,100.0,0.065
72.8165,0.8384,99.9178,0.0645,99.7533,0.0693,99.6711,0.068,100.0,0.0643,100.0,0.0624,99.8355,0.0695,99.8355,0.0646,100.0,0.0629,100.0,0.066,100.0,0.0641
72.7564,0.8388,99.9178,0.0642,99.7533,0.0677,99.6711,0.066,100.0,0.0634,100.0,0.061,99.8355,0.0672,99.8355,0.0643,100.0,0.06,100.0,0.0648,100.0,0.0625
