Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='dcs', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=300.0, lambda_y=0.7, project=True, startpoint='none', mixup=False, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=8, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  8 	 Train loss 3.1966 	 LR 0.0099 	 Train images 400 	 Round   1
Device  8 	 Train loss 0.1102 	 LR 0.0050 	 Train images 400 	 Round  69
Device  8 	 Train loss 0.0940 	 LR 0.0049 	 Train images 400 	 Round  70
Device  8 	 Train loss 0.1129 	 LR 0.0049 	 Train images 400 	 Round  71
Device  8 	 Train loss 0.1006 	 LR 0.0048 	 Train images 400 	 Round  72
Device  8 	 Train loss 0.1006 	 LR 0.0048 	 Train images 400 	 Round  73
Device  8 	 Train loss 0.0874 	 LR 0.0048 	 Train images 400 	 Round  74
Device  8 	 Train loss 0.1191 	 LR 0.0047 	 Train images 400 	 Round  75
Device  8 	 Train loss 0.0982 	 LR 0.0047 	 Train images 400 	 Round  76
Device  8 	 Train loss 0.0973 	 LR 0.0046 	 Train images 400 	 Round  77
Device  8 	 Train loss 0.1039 	 LR 0.0046 	 Train images 400 	 Round  78
Device  8 	 Train loss 0.1111 	 LR 0.0045 	 Train images 400 	 Round  79
Device  8 	 Train loss 0.0957 	 LR 0.0045 	 Train images 400 	 Round  80
Device  8 	 Train loss 0.1031 	 LR 0.0044 	 Train images 400 	 Round  81
Device  8 	 Train loss 0.0967 	 LR 0.0044 	 Train images 400 	 Round  82
Device  8 	 Train loss 0.0986 	 LR 0.0043 	 Train images 400 	 Round  83
Device  8 	 Train loss 0.0976 	 LR 0.0043 	 Train images 400 	 Round  84
Device  8 	 Train loss 0.0945 	 LR 0.0043 	 Train images 400 	 Round  85
Device  8 	 Train loss 0.1029 	 LR 0.0042 	 Train images 400 	 Round  86
Device  8 	 Train loss 0.1086 	 LR 0.0042 	 Train images 400 	 Round  87
Device  8 	 Train loss 0.0969 	 LR 0.0041 	 Train images 400 	 Round  88
Device  8 	 Train loss 0.1006 	 LR 0.0041 	 Train images 400 	 Round  89
Device  8 	 Train loss 0.0899 	 LR 0.0040 	 Train images 400 	 Round  90
Device  8 	 Train loss 0.1012 	 LR 0.0040 	 Train images 400 	 Round  91
Device  8 	 Train loss 0.1047 	 LR 0.0040 	 Train images 400 	 Round  92
Device  8 	 Train loss 0.0998 	 LR 0.0039 	 Train images 400 	 Round  93
Device  8 	 Train loss 0.0998 	 LR 0.0039 	 Train images 400 	 Round  94
Device  8 	 Train loss 0.0967 	 LR 0.0038 	 Train images 400 	 Round  95
Device  8 	 Train loss 0.0957 	 LR 0.0038 	 Train images 400 	 Round  96
Device  8 	 Train loss 0.0991 	 LR 0.0038 	 Train images 400 	 Round  97
Device  8 	 Train loss 0.1036 	 LR 0.0037 	 Train images 400 	 Round  98
Device  8 	 Train loss 0.1061 	 LR 0.0037 	 Train images 400 	 Round  99
Device  8 	 Train loss 0.0931 	 LR 0.0037 	 Train images 400 	 Round 100
Device  8 	 Train loss 0.1085 	 LR 0.0036 	 Train images 400 	 Round 101
Device  8 	 Train loss 0.0963 	 LR 0.0036 	 Train images 400 	 Round 102
Device  8 	 Train loss 0.0987 	 LR 0.0036 	 Train images 400 	 Round 103
Device  8 	 Train loss 0.1005 	 LR 0.0035 	 Train images 400 	 Round 104
Device  8 	 Train loss 0.0986 	 LR 0.0035 	 Train images 400 	 Round 105
Device  8 	 Train loss 0.1040 	 LR 0.0034 	 Train images 400 	 Round 106
Device  8 	 Train loss 0.1091 	 LR 0.0034 	 Train images 400 	 Round 107
Device  8 	 Train loss 0.1043 	 LR 0.0034 	 Train images 400 	 Round 108
Device  8 	 Train loss 0.0902 	 LR 0.0033 	 Train images 400 	 Round 109
Device  8 	 Train loss 0.1007 	 LR 0.0033 	 Train images 400 	 Round 110
Device  8 	 Train loss 0.0981 	 LR 0.0033 	 Train images 400 	 Round 111
Device  8 	 Train loss 0.1020 	 LR 0.0032 	 Train images 400 	 Round 112
Device  8 	 Train loss 0.0930 	 LR 0.0032 	 Train images 400 	 Round 113
Device  8 	 Train loss 0.1042 	 LR 0.0032 	 Train images 400 	 Round 114
Device  8 	 Train loss 0.0986 	 LR 0.0031 	 Train images 400 	 Round 115
Device  8 	 Train loss 0.1040 	 LR 0.0031 	 Train images 400 	 Round 116
Device  8 	 Train loss 0.0995 	 LR 0.0031 	 Train images 400 	 Round 117
Device  8 	 Train loss 0.1011 	 LR 0.0031 	 Train images 400 	 Round 118
Device  8 	 Train loss 0.1029 	 LR 0.0030 	 Train images 400 	 Round 119
Device  8 	 Train loss 0.1050 	 LR 0.0030 	 Train images 400 	 Round 120
Device  8 	 Train loss 0.0967 	 LR 0.0030 	 Train images 400 	 Round 121
Device  8 	 Train loss 0.0922 	 LR 0.0029 	 Train images 400 	 Round 122
Device  8 	 Train loss 0.1094 	 LR 0.0029 	 Train images 400 	 Round 123
Device  8 	 Train loss 0.1037 	 LR 0.0029 	 Train images 400 	 Round 124
Device  8 	 Train loss 0.1031 	 LR 0.0028 	 Train images 400 	 Round 125
Device  8 	 Train loss 0.0919 	 LR 0.0028 	 Train images 400 	 Round 126
Device  8 	 Train loss 0.1078 	 LR 0.0028 	 Train images 400 	 Round 127
Device  8 	 Train loss 0.1022 	 LR 0.0028 	 Train images 400 	 Round 128
Device  8 	 Train loss 0.1060 	 LR 0.0027 	 Train images 400 	 Round 129
Device  8 	 Train loss 0.1024 	 LR 0.0027 	 Train images 400 	 Round 130
Device  8 	 Train loss 0.1031 	 LR 0.0027 	 Train images 400 	 Round 131
Device  8 	 Train loss 0.1018 	 LR 0.0027 	 Train images 400 	 Round 132
Device  8 	 Train loss 0.1033 	 LR 0.0026 	 Train images 400 	 Round 133
Device  8 	 Train loss 0.1045 	 LR 0.0026 	 Train images 400 	 Round 134
Device  8 	 Train loss 0.1040 	 LR 0.0026 	 Train images 400 	 Round 135
Device  8 	 Train loss 0.1041 	 LR 0.0025 	 Train images 400 	 Round 136
Device  8 	 Train loss 0.1069 	 LR 0.0025 	 Train images 400 	 Round 137
Device  8 	 Train loss 0.1044 	 LR 0.0025 	 Train images 400 	 Round 138
Device  8 	 Train loss 0.0988 	 LR 0.0025 	 Train images 400 	 Round 139
Device  8 	 Train loss 0.0930 	 LR 0.0024 	 Train images 400 	 Round 140
Device  8 	 Train loss 0.1063 	 LR 0.0024 	 Train images 400 	 Round 141
Device  8 	 Train loss 0.1091 	 LR 0.0024 	 Train images 400 	 Round 142
Device  8 	 Train loss 0.1009 	 LR 0.0024 	 Train images 400 	 Round 143
Device  8 	 Train loss 0.1029 	 LR 0.0024 	 Train images 400 	 Round 144
Device  8 	 Train loss 0.1069 	 LR 0.0023 	 Train images 400 	 Round 145
Device  8 	 Train loss 0.0967 	 LR 0.0023 	 Train images 400 	 Round 146
Device  8 	 Train loss 0.1098 	 LR 0.0023 	 Train images 400 	 Round 147
Device  8 	 Train loss 0.1036 	 LR 0.0023 	 Train images 400 	 Round 148
Device  8 	 Train loss 0.1113 	 LR 0.0022 	 Train images 400 	 Round 149
Device  8 	 Train loss 0.0986 	 LR 0.0022 	 Train images 400 	 Round 150
Device  8 	 Train loss 0.1046 	 LR 0.0022 	 Train images 400 	 Round 151
Device  8 	 Train loss 0.1085 	 LR 0.0022 	 Train images 400 	 Round 152
Device  8 	 Train loss 0.1025 	 LR 0.0021 	 Train images 400 	 Round 153
Device  8 	 Train loss 0.1067 	 LR 0.0021 	 Train images 400 	 Round 154
Device  8 	 Train loss 0.1039 	 LR 0.0021 	 Train images 400 	 Round 155
Device  8 	 Train loss 0.1076 	 LR 0.0021 	 Train images 400 	 Round 156
Device  8 	 Train loss 0.1133 	 LR 0.0021 	 Train images 400 	 Round 157
Device  8 	 Train loss 0.1040 	 LR 0.0020 	 Train images 400 	 Round 158
Device  8 	 Train loss 0.1059 	 LR 0.0020 	 Train images 400 	 Round 159
Device  8 	 Train loss 0.1075 	 LR 0.0020 	 Train images 400 	 Round 160
Device  8 	 Train loss 0.1126 	 LR 0.0020 	 Train images 400 	 Round 161
Device  8 	 Train loss 0.1140 	 LR 0.0020 	 Train images 400 	 Round 162
Device  8 	 Train loss 0.1070 	 LR 0.0019 	 Train images 400 	 Round 163
Device  8 	 Train loss 0.1119 	 LR 0.0019 	 Train images 400 	 Round 164
Device  8 	 Train loss 0.1048 	 LR 0.0019 	 Train images 400 	 Round 165
Device  8 	 Train loss 0.1035 	 LR 0.0019 	 Train images 400 	 Round 166
Device  8 	 Train loss 0.1136 	 LR 0.0019 	 Train images 400 	 Round 167
Device  8 	 Train loss 0.1090 	 LR 0.0018 	 Train images 400 	 Round 168
Device  8 	 Train loss 0.1067 	 LR 0.0018 	 Train images 400 	 Round 169
Device  8 	 Train loss 0.1064 	 LR 0.0018 	 Train images 400 	 Round 170
Device  8 	 Train loss 0.1140 	 LR 0.0018 	 Train images 400 	 Round 171
Device  8 	 Train loss 0.1092 	 LR 0.0018 	 Train images 400 	 Round 172
Device  8 	 Train loss 0.1115 	 LR 0.0018 	 Train images 400 	 Round 173
Device  8 	 Train loss 0.1170 	 LR 0.0017 	 Train images 400 	 Round 174
Device  8 	 Train loss 0.1053 	 LR 0.0017 	 Train images 400 	 Round 175
Device  8 	 Train loss 0.1138 	 LR 0.0017 	 Train images 400 	 Round 176
Device  8 	 Train loss 0.1206 	 LR 0.0017 	 Train images 400 	 Round 177
Device  8 	 Train loss 0.1134 	 LR 0.0017 	 Train images 400 	 Round 178
Device  8 	 Train loss 0.1118 	 LR 0.0017 	 Train images 400 	 Round 179
Device  8 	 Train loss 0.1165 	 LR 0.0016 	 Train images 400 	 Round 180
Device  8 	 Train loss 0.1146 	 LR 0.0016 	 Train images 400 	 Round 181
Device  8 	 Train loss 0.1122 	 LR 0.0016 	 Train images 400 	 Round 182
Device  8 	 Train loss 0.1143 	 LR 0.0016 	 Train images 400 	 Round 183
Device  8 	 Train loss 0.1045 	 LR 0.0016 	 Train images 400 	 Round 184
Device  8 	 Train loss 0.1159 	 LR 0.0016 	 Train images 400 	 Round 185
Device  8 	 Train loss 0.1252 	 LR 0.0015 	 Train images 400 	 Round 186
Device  8 	 Train loss 0.1141 	 LR 0.0015 	 Train images 400 	 Round 187
Device  8 	 Train loss 0.1143 	 LR 0.0015 	 Train images 400 	 Round 188
Device  8 	 Train loss 0.1164 	 LR 0.0015 	 Train images 400 	 Round 189
Device  8 	 Train loss 0.1155 	 LR 0.0015 	 Train images 400 	 Round 190
Device  8 	 Train loss 0.1193 	 LR 0.0015 	 Train images 400 	 Round 191
Device  8 	 Train loss 0.1120 	 LR 0.0015 	 Train images 400 	 Round 192
Device  8 	 Train loss 0.1171 	 LR 0.0014 	 Train images 400 	 Round 193
Device  8 	 Train loss 0.1183 	 LR 0.0014 	 Train images 400 	 Round 194
Device  8 	 Train loss 0.1144 	 LR 0.0014 	 Train images 400 	 Round 195
Device  8 	 Train loss 0.1198 	 LR 0.0014 	 Train images 400 	 Round 196
Device  8 	 Train loss 0.1144 	 LR 0.0014 	 Train images 400 	 Round 197
Device  8 	 Train loss 0.1160 	 LR 0.0014 	 Train images 400 	 Round 198
Device  8 	 Train loss 0.1205 	 LR 0.0014 	 Train images 400 	 Round 199
Device  8 	 Train loss 0.1214 	 LR 0.0013 	 Train images 400 	 Round 200
Defense dcs on Dataset MNIST.
Finished computations with time: 0:56:54.103881

