Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=8, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  8 	 Train loss 3.1966 	 LR 0.0099 	 Train images 400 	 Round   1
Device  8 	 Train loss 0.1074 	 LR 0.0065 	 Train images 400 	 Round  43
Device  8 	 Train loss 0.1041 	 LR 0.0064 	 Train images 400 	 Round  44
Device  8 	 Train loss 0.1035 	 LR 0.0064 	 Train images 400 	 Round  45
Device  8 	 Train loss 0.1134 	 LR 0.0063 	 Train images 400 	 Round  46
Device  8 	 Train loss 0.1158 	 LR 0.0062 	 Train images 400 	 Round  47
Device  8 	 Train loss 0.1159 	 LR 0.0062 	 Train images 400 	 Round  48
Device  8 	 Train loss 0.1029 	 LR 0.0061 	 Train images 400 	 Round  49
Device  8 	 Train loss 0.0998 	 LR 0.0061 	 Train images 400 	 Round  50
Device  8 	 Train loss 0.1067 	 LR 0.0060 	 Train images 400 	 Round  51
Device  8 	 Train loss 0.1033 	 LR 0.0059 	 Train images 400 	 Round  52
Device  8 	 Train loss 0.1029 	 LR 0.0059 	 Train images 400 	 Round  53
Device  8 	 Train loss 0.1093 	 LR 0.0058 	 Train images 400 	 Round  54
Device  8 	 Train loss 0.1123 	 LR 0.0058 	 Train images 400 	 Round  55
Device  8 	 Train loss 0.0917 	 LR 0.0057 	 Train images 400 	 Round  56
Device  8 	 Train loss 0.0934 	 LR 0.0056 	 Train images 400 	 Round  57
Device  8 	 Train loss 0.1115 	 LR 0.0056 	 Train images 400 	 Round  58
Device  8 	 Train loss 0.0997 	 LR 0.0055 	 Train images 400 	 Round  59
Device  8 	 Train loss 0.0927 	 LR 0.0055 	 Train images 400 	 Round  60
Device  8 	 Train loss 0.0985 	 LR 0.0054 	 Train images 400 	 Round  61
Device  8 	 Train loss 0.0968 	 LR 0.0054 	 Train images 400 	 Round  62
Device  8 	 Train loss 0.1037 	 LR 0.0053 	 Train images 400 	 Round  63
Device  8 	 Train loss 0.1059 	 LR 0.0053 	 Train images 400 	 Round  64
Device  8 	 Train loss 0.0988 	 LR 0.0052 	 Train images 400 	 Round  65
Device  8 	 Train loss 0.0906 	 LR 0.0052 	 Train images 400 	 Round  66
Device  8 	 Train loss 0.0968 	 LR 0.0051 	 Train images 400 	 Round  67
Device  8 	 Train loss 0.0986 	 LR 0.0050 	 Train images 400 	 Round  68
Device  8 	 Train loss 0.0980 	 LR 0.0050 	 Train images 400 	 Round  69
Device  8 	 Train loss 0.0820 	 LR 0.0049 	 Train images 400 	 Round  70
Device  8 	 Train loss 0.1024 	 LR 0.0049 	 Train images 400 	 Round  71
Device  8 	 Train loss 0.0941 	 LR 0.0048 	 Train images 400 	 Round  72
Device  8 	 Train loss 0.0939 	 LR 0.0048 	 Train images 400 	 Round  73
Device  8 	 Train loss 0.0762 	 LR 0.0048 	 Train images 400 	 Round  74
Device  8 	 Train loss 0.1030 	 LR 0.0047 	 Train images 400 	 Round  75
Device  8 	 Train loss 0.0878 	 LR 0.0047 	 Train images 400 	 Round  76
Device  8 	 Train loss 0.0879 	 LR 0.0046 	 Train images 400 	 Round  77
Device  8 	 Train loss 0.0987 	 LR 0.0046 	 Train images 400 	 Round  78
Device  8 	 Train loss 0.1041 	 LR 0.0045 	 Train images 400 	 Round  79
Device  8 	 Train loss 0.0864 	 LR 0.0045 	 Train images 400 	 Round  80
Device  8 	 Train loss 0.0886 	 LR 0.0044 	 Train images 400 	 Round  81
Device  8 	 Train loss 0.0887 	 LR 0.0044 	 Train images 400 	 Round  82
Device  8 	 Train loss 0.0913 	 LR 0.0043 	 Train images 400 	 Round  83
Device  8 	 Train loss 0.0900 	 LR 0.0043 	 Train images 400 	 Round  84
Device  8 	 Train loss 0.0886 	 LR 0.0043 	 Train images 400 	 Round  85
Device  8 	 Train loss 0.0979 	 LR 0.0042 	 Train images 400 	 Round  86
Device  8 	 Train loss 0.1021 	 LR 0.0042 	 Train images 400 	 Round  87
Device  8 	 Train loss 0.0889 	 LR 0.0041 	 Train images 400 	 Round  88
Device  8 	 Train loss 0.0940 	 LR 0.0041 	 Train images 400 	 Round  89
Device  8 	 Train loss 0.0840 	 LR 0.0040 	 Train images 400 	 Round  90
Device  8 	 Train loss 0.0924 	 LR 0.0040 	 Train images 400 	 Round  91
Device  8 	 Train loss 0.0972 	 LR 0.0040 	 Train images 400 	 Round  92
Device  8 	 Train loss 0.0905 	 LR 0.0039 	 Train images 400 	 Round  93
Device  8 	 Train loss 0.0954 	 LR 0.0039 	 Train images 400 	 Round  94
Device  8 	 Train loss 0.0947 	 LR 0.0038 	 Train images 400 	 Round  95
Device  8 	 Train loss 0.0903 	 LR 0.0038 	 Train images 400 	 Round  96
Device  8 	 Train loss 0.0934 	 LR 0.0038 	 Train images 400 	 Round  97
Device  8 	 Train loss 0.0978 	 LR 0.0037 	 Train images 400 	 Round  98
Device  8 	 Train loss 0.1017 	 LR 0.0037 	 Train images 400 	 Round  99
Device  8 	 Train loss 0.0828 	 LR 0.0037 	 Train images 400 	 Round 100
Device  8 	 Train loss 0.1015 	 LR 0.0036 	 Train images 400 	 Round 101
Device  8 	 Train loss 0.0897 	 LR 0.0036 	 Train images 400 	 Round 102
Device  8 	 Train loss 0.0910 	 LR 0.0036 	 Train images 400 	 Round 103
Device  8 	 Train loss 0.0933 	 LR 0.0035 	 Train images 400 	 Round 104
Device  8 	 Train loss 0.0913 	 LR 0.0035 	 Train images 400 	 Round 105
Device  8 	 Train loss 0.0999 	 LR 0.0034 	 Train images 400 	 Round 106
Device  8 	 Train loss 0.1037 	 LR 0.0034 	 Train images 400 	 Round 107
Device  8 	 Train loss 0.0980 	 LR 0.0034 	 Train images 400 	 Round 108
Device  8 	 Train loss 0.0835 	 LR 0.0033 	 Train images 400 	 Round 109
Device  8 	 Train loss 0.0948 	 LR 0.0033 	 Train images 400 	 Round 110
Device  8 	 Train loss 0.0885 	 LR 0.0033 	 Train images 400 	 Round 111
Device  8 	 Train loss 0.0947 	 LR 0.0032 	 Train images 400 	 Round 112
Device  8 	 Train loss 0.0879 	 LR 0.0032 	 Train images 400 	 Round 113
Device  8 	 Train loss 0.0982 	 LR 0.0032 	 Train images 400 	 Round 114
Device  8 	 Train loss 0.0933 	 LR 0.0031 	 Train images 400 	 Round 115
Device  8 	 Train loss 0.0985 	 LR 0.0031 	 Train images 400 	 Round 116
Device  8 	 Train loss 0.0919 	 LR 0.0031 	 Train images 400 	 Round 117
Device  8 	 Train loss 0.0928 	 LR 0.0031 	 Train images 400 	 Round 118
Device  8 	 Train loss 0.0958 	 LR 0.0030 	 Train images 400 	 Round 119
Device  8 	 Train loss 0.0987 	 LR 0.0030 	 Train images 400 	 Round 120
Device  8 	 Train loss 0.0916 	 LR 0.0030 	 Train images 400 	 Round 121
Device  8 	 Train loss 0.0870 	 LR 0.0029 	 Train images 400 	 Round 122
Device  8 	 Train loss 0.1015 	 LR 0.0029 	 Train images 400 	 Round 123
Device  8 	 Train loss 0.1002 	 LR 0.0029 	 Train images 400 	 Round 124
Device  8 	 Train loss 0.0984 	 LR 0.0028 	 Train images 400 	 Round 125
Device  8 	 Train loss 0.0859 	 LR 0.0028 	 Train images 400 	 Round 126
Device  8 	 Train loss 0.1023 	 LR 0.0028 	 Train images 400 	 Round 127
Device  8 	 Train loss 0.0959 	 LR 0.0028 	 Train images 400 	 Round 128
Device  8 	 Train loss 0.0987 	 LR 0.0027 	 Train images 400 	 Round 129
Device  8 	 Train loss 0.0954 	 LR 0.0027 	 Train images 400 	 Round 130
Device  8 	 Train loss 0.0962 	 LR 0.0027 	 Train images 400 	 Round 131
Device  8 	 Train loss 0.0947 	 LR 0.0027 	 Train images 400 	 Round 132
Device  8 	 Train loss 0.0971 	 LR 0.0026 	 Train images 400 	 Round 133
Device  8 	 Train loss 0.0986 	 LR 0.0026 	 Train images 400 	 Round 134
Device  8 	 Train loss 0.0974 	 LR 0.0026 	 Train images 400 	 Round 135
Device  8 	 Train loss 0.0959 	 LR 0.0025 	 Train images 400 	 Round 136
Device  8 	 Train loss 0.1001 	 LR 0.0025 	 Train images 400 	 Round 137
Device  8 	 Train loss 0.0993 	 LR 0.0025 	 Train images 400 	 Round 138
Device  8 	 Train loss 0.0929 	 LR 0.0025 	 Train images 400 	 Round 139
Device  8 	 Train loss 0.0858 	 LR 0.0024 	 Train images 400 	 Round 140
Device  8 	 Train loss 0.1011 	 LR 0.0024 	 Train images 400 	 Round 141
Device  8 	 Train loss 0.1042 	 LR 0.0024 	 Train images 400 	 Round 142
Device  8 	 Train loss 0.0935 	 LR 0.0024 	 Train images 400 	 Round 143
Device  8 	 Train loss 0.0954 	 LR 0.0024 	 Train images 400 	 Round 144
Device  8 	 Train loss 0.0999 	 LR 0.0023 	 Train images 400 	 Round 145
Device  8 	 Train loss 0.0886 	 LR 0.0023 	 Train images 400 	 Round 146
Device  8 	 Train loss 0.1034 	 LR 0.0023 	 Train images 400 	 Round 147
Device  8 	 Train loss 0.0980 	 LR 0.0023 	 Train images 400 	 Round 148
Device  8 	 Train loss 0.1049 	 LR 0.0022 	 Train images 400 	 Round 149
Device  8 	 Train loss 0.0910 	 LR 0.0022 	 Train images 400 	 Round 150
Device  8 	 Train loss 0.0987 	 LR 0.0022 	 Train images 400 	 Round 151
Device  8 	 Train loss 0.1025 	 LR 0.0022 	 Train images 400 	 Round 152
Device  8 	 Train loss 0.0974 	 LR 0.0021 	 Train images 400 	 Round 153
Device  8 	 Train loss 0.1002 	 LR 0.0021 	 Train images 400 	 Round 154
Device  8 	 Train loss 0.0949 	 LR 0.0021 	 Train images 400 	 Round 155
Device  8 	 Train loss 0.0984 	 LR 0.0021 	 Train images 400 	 Round 156
Device  8 	 Train loss 0.1068 	 LR 0.0021 	 Train images 400 	 Round 157
Device  8 	 Train loss 0.0971 	 LR 0.0020 	 Train images 400 	 Round 158
Device  8 	 Train loss 0.0976 	 LR 0.0020 	 Train images 400 	 Round 159
Device  8 	 Train loss 0.1040 	 LR 0.0020 	 Train images 400 	 Round 160
Device  8 	 Train loss 0.1087 	 LR 0.0020 	 Train images 400 	 Round 161
Device  8 	 Train loss 0.1087 	 LR 0.0020 	 Train images 400 	 Round 162
Device  8 	 Train loss 0.0992 	 LR 0.0019 	 Train images 400 	 Round 163
Device  8 	 Train loss 0.1057 	 LR 0.0019 	 Train images 400 	 Round 164
Device  8 	 Train loss 0.0959 	 LR 0.0019 	 Train images 400 	 Round 165
Device  8 	 Train loss 0.0952 	 LR 0.0019 	 Train images 400 	 Round 166
Device  8 	 Train loss 0.1076 	 LR 0.0019 	 Train images 400 	 Round 167
Device  8 	 Train loss 0.1007 	 LR 0.0018 	 Train images 400 	 Round 168
Device  8 	 Train loss 0.0992 	 LR 0.0018 	 Train images 400 	 Round 169
Device  8 	 Train loss 0.1005 	 LR 0.0018 	 Train images 400 	 Round 170
Device  8 	 Train loss 0.1090 	 LR 0.0018 	 Train images 400 	 Round 171
Device  8 	 Train loss 0.1015 	 LR 0.0018 	 Train images 400 	 Round 172
Device  8 	 Train loss 0.1042 	 LR 0.0018 	 Train images 400 	 Round 173
Device  8 	 Train loss 0.1097 	 LR 0.0017 	 Train images 400 	 Round 174
Device  8 	 Train loss 0.0958 	 LR 0.0017 	 Train images 400 	 Round 175
Device  8 	 Train loss 0.1055 	 LR 0.0017 	 Train images 400 	 Round 176
Device  8 	 Train loss 0.1148 	 LR 0.0017 	 Train images 400 	 Round 177
Device  8 	 Train loss 0.1068 	 LR 0.0017 	 Train images 400 	 Round 178
Device  8 	 Train loss 0.1067 	 LR 0.0017 	 Train images 400 	 Round 179
Device  8 	 Train loss 0.1103 	 LR 0.0016 	 Train images 400 	 Round 180
Device  8 	 Train loss 0.1084 	 LR 0.0016 	 Train images 400 	 Round 181
Device  8 	 Train loss 0.1055 	 LR 0.0016 	 Train images 400 	 Round 182
Device  8 	 Train loss 0.1064 	 LR 0.0016 	 Train images 400 	 Round 183
Device  8 	 Train loss 0.0977 	 LR 0.0016 	 Train images 400 	 Round 184
Device  8 	 Train loss 0.1076 	 LR 0.0016 	 Train images 400 	 Round 185
Device  8 	 Train loss 0.1186 	 LR 0.0015 	 Train images 400 	 Round 186
Device  8 	 Train loss 0.1072 	 LR 0.0015 	 Train images 400 	 Round 187
Device  8 	 Train loss 0.1072 	 LR 0.0015 	 Train images 400 	 Round 188
Device  8 	 Train loss 0.1082 	 LR 0.0015 	 Train images 400 	 Round 189
Device  8 	 Train loss 0.1072 	 LR 0.0015 	 Train images 400 	 Round 190
Device  8 	 Train loss 0.1122 	 LR 0.0015 	 Train images 400 	 Round 191
Device  8 	 Train loss 0.1042 	 LR 0.0015 	 Train images 400 	 Round 192
Device  8 	 Train loss 0.1118 	 LR 0.0014 	 Train images 400 	 Round 193
Device  8 	 Train loss 0.1125 	 LR 0.0014 	 Train images 400 	 Round 194
Device  8 	 Train loss 0.1072 	 LR 0.0014 	 Train images 400 	 Round 195
Device  8 	 Train loss 0.1125 	 LR 0.0014 	 Train images 400 	 Round 196
Device  8 	 Train loss 0.1050 	 LR 0.0014 	 Train images 400 	 Round 197
Device  8 	 Train loss 0.1066 	 LR 0.0014 	 Train images 400 	 Round 198
Device  8 	 Train loss 0.1121 	 LR 0.0014 	 Train images 400 	 Round 199
Device  8 	 Train loss 0.1127 	 LR 0.0013 	 Train images 400 	 Round 200
Defense none on Dataset MNIST.
Finished computations with time: 0:05:59.666106

