Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=3, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  3 	 Train loss 1.0330 	 LR 0.0099 	 Train images 400 	 Round   1
Device  3 	 Train loss 1.6620 	 LR 0.0098 	 Train images 400 	 Round   2
Device  3 	 Train loss 1.9063 	 LR 0.0097 	 Train images 400 	 Round   3
Device  3 	 Train loss 0.7324 	 LR 0.0096 	 Train images 400 	 Round   4
Device  3 	 Train loss 0.4126 	 LR 0.0095 	 Train images 400 	 Round   5
Device  3 	 Train loss 0.4821 	 LR 0.0094 	 Train images 400 	 Round   6
Device  3 	 Train loss 0.5864 	 LR 0.0093 	 Train images 400 	 Round   7
Device  3 	 Train loss 0.4111 	 LR 0.0092 	 Train images 400 	 Round   8
Device  3 	 Train loss 0.3415 	 LR 0.0091 	 Train images 400 	 Round   9
Device  3 	 Train loss 0.3584 	 LR 0.0090 	 Train images 400 	 Round  10
Device  3 	 Train loss 0.3411 	 LR 0.0090 	 Train images 400 	 Round  11
Device  3 	 Train loss 0.3110 	 LR 0.0089 	 Train images 400 	 Round  12
Device  3 	 Train loss 0.3105 	 LR 0.0088 	 Train images 400 	 Round  13
Device  3 	 Train loss 0.2918 	 LR 0.0087 	 Train images 400 	 Round  14
Device  3 	 Train loss 0.2770 	 LR 0.0086 	 Train images 400 	 Round  15
Device  3 	 Train loss 0.2851 	 LR 0.0085 	 Train images 400 	 Round  16
Device  3 	 Train loss 0.2805 	 LR 0.0084 	 Train images 400 	 Round  17
Device  3 	 Train loss 0.2630 	 LR 0.0083 	 Train images 400 	 Round  18
Device  3 	 Train loss 0.2536 	 LR 0.0083 	 Train images 400 	 Round  19
Device  3 	 Train loss 0.2509 	 LR 0.0082 	 Train images 400 	 Round  20
Device  3 	 Train loss 0.2311 	 LR 0.0081 	 Train images 400 	 Round  21
Device  3 	 Train loss 0.2383 	 LR 0.0080 	 Train images 400 	 Round  22
Device  3 	 Train loss 0.2328 	 LR 0.0079 	 Train images 400 	 Round  23
Device  3 	 Train loss 0.2373 	 LR 0.0079 	 Train images 400 	 Round  24
Device  3 	 Train loss 0.2326 	 LR 0.0078 	 Train images 400 	 Round  25
Device  3 	 Train loss 0.2248 	 LR 0.0077 	 Train images 400 	 Round  26
Device  3 	 Train loss 0.2074 	 LR 0.0076 	 Train images 400 	 Round  27
Device  3 	 Train loss 0.2157 	 LR 0.0075 	 Train images 400 	 Round  28
Device  3 	 Train loss 0.2322 	 LR 0.0075 	 Train images 400 	 Round  29
Device  3 	 Train loss 0.2022 	 LR 0.0074 	 Train images 400 	 Round  30
Device  3 	 Train loss 0.2040 	 LR 0.0073 	 Train images 400 	 Round  31
Device  3 	 Train loss 0.1982 	 LR 0.0072 	 Train images 400 	 Round  32
Device  3 	 Train loss 0.2079 	 LR 0.0072 	 Train images 400 	 Round  33
Device  3 	 Train loss 0.1977 	 LR 0.0071 	 Train images 400 	 Round  34
Device  3 	 Train loss 0.2038 	 LR 0.0070 	 Train images 400 	 Round  35
Device  3 	 Train loss 0.2002 	 LR 0.0070 	 Train images 400 	 Round  36
Device  3 	 Train loss 0.2034 	 LR 0.0069 	 Train images 400 	 Round  37
Device  3 	 Train loss 0.1913 	 LR 0.0068 	 Train images 400 	 Round  38
Device  3 	 Train loss 0.1891 	 LR 0.0068 	 Train images 400 	 Round  39
Device  3 	 Train loss 0.1857 	 LR 0.0067 	 Train images 400 	 Round  40
Device  3 	 Train loss 0.1896 	 LR 0.0066 	 Train images 400 	 Round  41
Device  3 	 Train loss 0.1805 	 LR 0.0066 	 Train images 400 	 Round  42
