Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='none', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=9, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  9 	 Train loss 2.3893 	 LR 0.0099 	 Train images 400 	 Round   1
Device  9 	 Train loss 1.5227 	 LR 0.0098 	 Train images 400 	 Round   2
Device  9 	 Train loss 2.0798 	 LR 0.0097 	 Train images 400 	 Round   3
Device  9 	 Train loss 0.6731 	 LR 0.0096 	 Train images 400 	 Round   4
Device  9 	 Train loss 0.5460 	 LR 0.0095 	 Train images 400 	 Round   5
Device  9 	 Train loss 0.5285 	 LR 0.0094 	 Train images 400 	 Round   6
Device  9 	 Train loss 0.5669 	 LR 0.0093 	 Train images 400 	 Round   7
Device  9 	 Train loss 0.3748 	 LR 0.0092 	 Train images 400 	 Round   8
Device  9 	 Train loss 0.3725 	 LR 0.0091 	 Train images 400 	 Round   9
Device  9 	 Train loss 0.3721 	 LR 0.0090 	 Train images 400 	 Round  10
Device  9 	 Train loss 0.3498 	 LR 0.0090 	 Train images 400 	 Round  11
Device  9 	 Train loss 0.3204 	 LR 0.0089 	 Train images 400 	 Round  12
Device  9 	 Train loss 0.3093 	 LR 0.0088 	 Train images 400 	 Round  13
Device  9 	 Train loss 0.3026 	 LR 0.0087 	 Train images 400 	 Round  14
Device  9 	 Train loss 0.2948 	 LR 0.0086 	 Train images 400 	 Round  15
Device  9 	 Train loss 0.2885 	 LR 0.0085 	 Train images 400 	 Round  16
