S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
0.9415,4.6306,1.4803,4.6243,0.6579,4.6196,1.1513,4.6303,0.7401,4.6354,0.7401,4.624,0.8224,4.6266,1.3158,4.6294,0.9046,4.635,0.8224,4.6282,0.9868,4.617
1.1719,4.6604,1.4803,4.6377,1.6447,4.6338,1.398,4.6564,1.3158,4.6678,1.6447,4.653,1.0691,4.6529,1.2336,4.6623,1.2336,4.6645,0.9868,4.6573,0.9046,4.6442
2.6643,4.5144,3.7007,4.4871,3.0428,4.4929,3.0428,4.495,2.9605,4.5041,2.6316,4.4862,2.9605,4.492,3.0428,4.519,2.3026,4.5173,3.2072,4.5066,2.6316,4.4918
4.8478,4.2566,6.0855,4.2079,6.0855,4.205,6.1678,4.21,4.523,4.2025,6.1678,4.1716,5.2632,4.2044,4.7697,4.2295,4.1941,4.263,6.25,4.2174,5.0164,4.2276
7.3117,4.094,9.6217,4.0172,9.1283,4.0322,9.4572,4.0351,8.7171,4.0186,7.7303,3.9985,7.8947,4.0396,8.0592,4.0521,8.2237,4.0685,8.9638,4.0355,9.2928,4.0074
8.8442,3.9726,11.5132,3.823,10.9375,3.8927,11.2664,3.8933,12.0888,3.8355,10.773,3.8206,10.6908,3.8596,9.375,3.8867,9.6217,3.8805,9.5395,3.8802,11.4309,3.8483
10.8173,3.8597,13.5691,3.6823,13.8158,3.7204,13.7336,3.7083,14.227,3.6603,14.227,3.6576,12.9112,3.7043,11.9243,3.7451,12.6645,3.731,12.5822,3.7223,15.3783,3.6708
12.5601,3.7502,17.352,3.4854,16.8586,3.5462,15.9539,3.5585,15.8717,3.5239,16.2829,3.4859,16.0362,3.5596,13.4868,3.5612,14.5559,3.5765,15.2138,3.56,17.352,3.515
14.6034,3.6589,19.8191,3.3451,19.9836,3.4213,19.1612,3.3938,18.3388,3.3603,20.2303,3.3047,19.9836,3.4049,18.8322,3.3845,19.4901,3.3909,19.5724,3.3892,20.3125,3.3603
14.6234,3.6257,20.8059,3.2409,20.7237,3.3296,21.3816,3.2796,21.7105,3.2498,21.5461,3.2105,21.3816,3.2931,19.7368,3.2709,20.3125,3.2975,19.8191,3.2747,21.3816,3.2681
15.8754,3.579,25.0822,3.1165,23.4375,3.1948,24.0954,3.1456,25.3289,3.0923,23.1086,3.0926,24.0132,3.1536,22.5329,3.1563,23.3553,3.1586,22.0395,3.1593,23.273,3.1048
16.6166,3.5572,25.9868,3.0051,23.7664,3.1148,23.602,3.0474,23.0263,3.0048,23.4375,3.0104,23.5197,3.0638,22.9441,3.0575,24.4243,3.0875,23.602,3.0601,23.602,3.0099
16.9772,3.5366,29.3586,2.8822,26.4803,2.9659,28.3717,2.9106,28.2072,2.867,28.125,2.8776,26.398,2.936,27.1382,2.9278,26.1513,2.913,26.5625,2.93,26.2336,2.9009
17.9587,3.5321,30.1809,2.7974,28.8651,2.8855,28.9474,2.8069,28.6184,2.7672,29.6053,2.7449,29.0296,2.8333,28.0428,2.8364,28.0428,2.8737,27.7961,2.8442,28.5362,2.8046
18.5998,3.4755,32.5658,2.6538,32.648,2.6913,32.8125,2.6268,33.5526,2.5896,34.1283,2.5894,33.9638,2.6412,34.6217,2.6351,32.8125,2.6503,32.8947,2.6396,33.2237,2.6288
19.3109,3.4814,36.0197,2.5311,34.8684,2.6092,34.5395,2.5158,34.2928,2.4783,37.4178,2.4311,35.1151,2.5511,34.9507,2.5234,35.9375,2.5337,34.6217,2.5242,36.5132,2.5209
19.2909,3.5033,37.7467,2.3976,36.0197,2.4955,36.1842,2.4124,37.0888,2.3799,37.9112,2.3791,36.1842,2.4691,36.1842,2.4459,35.773,2.4686,36.6776,2.4358,38.4046,2.3954
20.0521,3.5302,38.8158,2.3692,37.0066,2.444,39.8026,2.3367,40.0493,2.3165,40.4605,2.2474,38.3224,2.3739,37.9934,2.3706,39.7204,2.3228,37.9934,2.3459,37.9934,2.3078
20.6931,3.4647,43.6678,2.1663,43.3388,2.1881,44.6546,2.1225,44.4079,2.1125,45.6414,2.0725,44.4079,2.1295,42.9276,2.1461,43.0099,2.1624,42.5987,2.144,45.7237,2.1075
