Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='dp', attack='gs', percent_num=70, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=4, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  4 	 Train loss 2.3186 	 LR 0.0099 	 Train images 400 	 Round   1
Device  4 	 Train loss 0.2888 	 LR 0.0026 	 Train images 400 	 Round 133
Device  4 	 Train loss 0.2921 	 LR 0.0026 	 Train images 400 	 Round 134
Device  4 	 Train loss 0.2987 	 LR 0.0026 	 Train images 400 	 Round 135
Device  4 	 Train loss 0.2825 	 LR 0.0025 	 Train images 400 	 Round 136
Device  4 	 Train loss 0.2835 	 LR 0.0025 	 Train images 400 	 Round 137
Device  4 	 Train loss 0.2784 	 LR 0.0025 	 Train images 400 	 Round 138
Device  4 	 Train loss 0.2910 	 LR 0.0025 	 Train images 400 	 Round 139
Device  4 	 Train loss 0.2963 	 LR 0.0024 	 Train images 400 	 Round 140
Device  4 	 Train loss 0.2944 	 LR 0.0024 	 Train images 400 	 Round 141
Device  4 	 Train loss 0.2736 	 LR 0.0024 	 Train images 400 	 Round 142
Device  4 	 Train loss 0.2629 	 LR 0.0024 	 Train images 400 	 Round 143
Device  4 	 Train loss 0.2890 	 LR 0.0024 	 Train images 400 	 Round 144
Device  4 	 Train loss 0.2962 	 LR 0.0023 	 Train images 400 	 Round 145
Device  4 	 Train loss 0.3000 	 LR 0.0023 	 Train images 400 	 Round 146
Device  4 	 Train loss 0.2865 	 LR 0.0023 	 Train images 400 	 Round 147
Device  4 	 Train loss 0.2865 	 LR 0.0023 	 Train images 400 	 Round 148
Device  4 	 Train loss 0.3069 	 LR 0.0022 	 Train images 400 	 Round 149
Device  4 	 Train loss 0.2987 	 LR 0.0022 	 Train images 400 	 Round 150
Device  4 	 Train loss 0.2857 	 LR 0.0022 	 Train images 400 	 Round 151
Device  4 	 Train loss 0.2835 	 LR 0.0022 	 Train images 400 	 Round 152
Device  4 	 Train loss 0.2758 	 LR 0.0021 	 Train images 400 	 Round 153
Device  4 	 Train loss 0.2928 	 LR 0.0021 	 Train images 400 	 Round 154
Device  4 	 Train loss 0.2875 	 LR 0.0021 	 Train images 400 	 Round 155
Device  4 	 Train loss 0.2850 	 LR 0.0021 	 Train images 400 	 Round 156
Device  4 	 Train loss 0.2874 	 LR 0.0021 	 Train images 400 	 Round 157
Device  4 	 Train loss 0.2911 	 LR 0.0020 	 Train images 400 	 Round 158
Device  4 	 Train loss 0.2846 	 LR 0.0020 	 Train images 400 	 Round 159
Device  4 	 Train loss 0.2946 	 LR 0.0020 	 Train images 400 	 Round 160
Device  4 	 Train loss 0.2924 	 LR 0.0020 	 Train images 400 	 Round 161
Device  4 	 Train loss 0.2849 	 LR 0.0020 	 Train images 400 	 Round 162
Device  4 	 Train loss 0.2892 	 LR 0.0019 	 Train images 400 	 Round 163
Device  4 	 Train loss 0.2868 	 LR 0.0019 	 Train images 400 	 Round 164
Device  4 	 Train loss 0.2932 	 LR 0.0019 	 Train images 400 	 Round 165
Device  4 	 Train loss 0.2837 	 LR 0.0019 	 Train images 400 	 Round 166
Device  4 	 Train loss 0.2993 	 LR 0.0019 	 Train images 400 	 Round 167
Device  4 	 Train loss 0.2816 	 LR 0.0018 	 Train images 400 	 Round 168
Device  4 	 Train loss 0.2801 	 LR 0.0018 	 Train images 400 	 Round 169
Device  4 	 Train loss 0.2875 	 LR 0.0018 	 Train images 400 	 Round 170
Device  4 	 Train loss 0.2859 	 LR 0.0018 	 Train images 400 	 Round 171
Device  4 	 Train loss 0.2804 	 LR 0.0018 	 Train images 400 	 Round 172
Device  4 	 Train loss 0.2983 	 LR 0.0018 	 Train images 400 	 Round 173
Device  4 	 Train loss 0.2939 	 LR 0.0017 	 Train images 400 	 Round 174
Device  4 	 Train loss 0.2991 	 LR 0.0017 	 Train images 400 	 Round 175
Device  4 	 Train loss 0.2940 	 LR 0.0017 	 Train images 400 	 Round 176
Device  4 	 Train loss 0.2915 	 LR 0.0017 	 Train images 400 	 Round 177
Device  4 	 Train loss 0.2749 	 LR 0.0017 	 Train images 400 	 Round 178
Device  4 	 Train loss 0.2716 	 LR 0.0017 	 Train images 400 	 Round 179
Device  4 	 Train loss 0.2787 	 LR 0.0016 	 Train images 400 	 Round 180
Device  4 	 Train loss 0.2935 	 LR 0.0016 	 Train images 400 	 Round 181
Device  4 	 Train loss 0.2918 	 LR 0.0016 	 Train images 400 	 Round 182
Device  4 	 Train loss 0.2847 	 LR 0.0016 	 Train images 400 	 Round 183
Device  4 	 Train loss 0.3019 	 LR 0.0016 	 Train images 400 	 Round 184
Device  4 	 Train loss 0.2861 	 LR 0.0016 	 Train images 400 	 Round 185
Device  4 	 Train loss 0.2841 	 LR 0.0015 	 Train images 400 	 Round 186
Device  4 	 Train loss 0.2916 	 LR 0.0015 	 Train images 400 	 Round 187
Device  4 	 Train loss 0.2863 	 LR 0.0015 	 Train images 400 	 Round 188
Device  4 	 Train loss 0.2989 	 LR 0.0015 	 Train images 400 	 Round 189
Device  4 	 Train loss 0.2781 	 LR 0.0015 	 Train images 400 	 Round 190
Device  4 	 Train loss 0.2854 	 LR 0.0015 	 Train images 400 	 Round 191
Device  4 	 Train loss 0.2859 	 LR 0.0015 	 Train images 400 	 Round 192
Device  4 	 Train loss 0.2898 	 LR 0.0014 	 Train images 400 	 Round 193
Device  4 	 Train loss 0.2921 	 LR 0.0014 	 Train images 400 	 Round 194
Device  4 	 Train loss 0.2905 	 LR 0.0014 	 Train images 400 	 Round 195
Device  4 	 Train loss 0.2906 	 LR 0.0014 	 Train images 400 	 Round 196
Device  4 	 Train loss 0.2872 	 LR 0.0014 	 Train images 400 	 Round 197
Device  4 	 Train loss 0.2826 	 LR 0.0014 	 Train images 400 	 Round 198
Device  4 	 Train loss 0.2819 	 LR 0.0014 	 Train images 400 	 Round 199
Device  4 	 Train loss 0.2776 	 LR 0.0013 	 Train images 400 	 Round 200
Defense dp on Dataset MNIST.
Finished computations with time: 0:08:39.876594

