Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='soteria', attack='gs', percent_num=20, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=2, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  2 	 Train loss 3.5253 	 LR 0.0099 	 Train images 400 	 Round   1
Device  2 	 Train loss 0.1429 	 LR 0.0026 	 Train images 400 	 Round 134
Device  2 	 Train loss 0.1446 	 LR 0.0026 	 Train images 400 	 Round 135
Device  2 	 Train loss 0.1430 	 LR 0.0025 	 Train images 400 	 Round 136
Device  2 	 Train loss 0.1388 	 LR 0.0025 	 Train images 400 	 Round 137
Device  2 	 Train loss 0.1415 	 LR 0.0025 	 Train images 400 	 Round 138
Device  2 	 Train loss 0.1359 	 LR 0.0025 	 Train images 400 	 Round 139
Device  2 	 Train loss 0.1421 	 LR 0.0024 	 Train images 400 	 Round 140
Device  2 	 Train loss 0.1424 	 LR 0.0024 	 Train images 400 	 Round 141
Device  2 	 Train loss 0.1405 	 LR 0.0024 	 Train images 400 	 Round 142
Device  2 	 Train loss 0.1381 	 LR 0.0024 	 Train images 400 	 Round 143
Device  2 	 Train loss 0.1400 	 LR 0.0024 	 Train images 400 	 Round 144
Device  2 	 Train loss 0.1392 	 LR 0.0023 	 Train images 400 	 Round 145
Device  2 	 Train loss 0.1405 	 LR 0.0023 	 Train images 400 	 Round 146
Device  2 	 Train loss 0.1391 	 LR 0.0023 	 Train images 400 	 Round 147
Device  2 	 Train loss 0.1402 	 LR 0.0023 	 Train images 400 	 Round 148
Device  2 	 Train loss 0.1384 	 LR 0.0022 	 Train images 400 	 Round 149
Device  2 	 Train loss 0.1406 	 LR 0.0022 	 Train images 400 	 Round 150
Device  2 	 Train loss 0.1403 	 LR 0.0022 	 Train images 400 	 Round 151
Device  2 	 Train loss 0.1402 	 LR 0.0022 	 Train images 400 	 Round 152
Device  2 	 Train loss 0.1434 	 LR 0.0021 	 Train images 400 	 Round 153
Device  2 	 Train loss 0.1361 	 LR 0.0021 	 Train images 400 	 Round 154
Device  2 	 Train loss 0.1430 	 LR 0.0021 	 Train images 400 	 Round 155
Device  2 	 Train loss 0.1379 	 LR 0.0021 	 Train images 400 	 Round 156
Device  2 	 Train loss 0.1453 	 LR 0.0021 	 Train images 400 	 Round 157
Device  2 	 Train loss 0.1423 	 LR 0.0020 	 Train images 400 	 Round 158
Device  2 	 Train loss 0.1411 	 LR 0.0020 	 Train images 400 	 Round 159
Device  2 	 Train loss 0.1417 	 LR 0.0020 	 Train images 400 	 Round 160
Device  2 	 Train loss 0.1443 	 LR 0.0020 	 Train images 400 	 Round 161
Device  2 	 Train loss 0.1402 	 LR 0.0020 	 Train images 400 	 Round 162
Device  2 	 Train loss 0.1462 	 LR 0.0019 	 Train images 400 	 Round 163
Device  2 	 Train loss 0.1428 	 LR 0.0019 	 Train images 400 	 Round 164
Device  2 	 Train loss 0.1377 	 LR 0.0019 	 Train images 400 	 Round 165
Device  2 	 Train loss 0.1441 	 LR 0.0019 	 Train images 400 	 Round 166
Device  2 	 Train loss 0.1438 	 LR 0.0019 	 Train images 400 	 Round 167
Device  2 	 Train loss 0.1407 	 LR 0.0018 	 Train images 400 	 Round 168
Device  2 	 Train loss 0.1421 	 LR 0.0018 	 Train images 400 	 Round 169
Device  2 	 Train loss 0.1426 	 LR 0.0018 	 Train images 400 	 Round 170
Device  2 	 Train loss 0.1407 	 LR 0.0018 	 Train images 400 	 Round 171
Device  2 	 Train loss 0.1429 	 LR 0.0018 	 Train images 400 	 Round 172
Device  2 	 Train loss 0.1439 	 LR 0.0018 	 Train images 400 	 Round 173
Device  2 	 Train loss 0.1433 	 LR 0.0017 	 Train images 400 	 Round 174
Device  2 	 Train loss 0.1412 	 LR 0.0017 	 Train images 400 	 Round 175
Device  2 	 Train loss 0.1445 	 LR 0.0017 	 Train images 400 	 Round 176
Device  2 	 Train loss 0.1407 	 LR 0.0017 	 Train images 400 	 Round 177
Device  2 	 Train loss 0.1406 	 LR 0.0017 	 Train images 400 	 Round 178
Device  2 	 Train loss 0.1455 	 LR 0.0017 	 Train images 400 	 Round 179
Device  2 	 Train loss 0.1441 	 LR 0.0016 	 Train images 400 	 Round 180
Device  2 	 Train loss 0.1425 	 LR 0.0016 	 Train images 400 	 Round 181
Device  2 	 Train loss 0.1439 	 LR 0.0016 	 Train images 400 	 Round 182
Device  2 	 Train loss 0.1424 	 LR 0.0016 	 Train images 400 	 Round 183
Device  2 	 Train loss 0.1452 	 LR 0.0016 	 Train images 400 	 Round 184
Device  2 	 Train loss 0.1419 	 LR 0.0016 	 Train images 400 	 Round 185
Device  2 	 Train loss 0.1432 	 LR 0.0015 	 Train images 400 	 Round 186
Device  2 	 Train loss 0.1441 	 LR 0.0015 	 Train images 400 	 Round 187
Device  2 	 Train loss 0.1452 	 LR 0.0015 	 Train images 400 	 Round 188
Device  2 	 Train loss 0.1442 	 LR 0.0015 	 Train images 400 	 Round 189
Device  2 	 Train loss 0.1414 	 LR 0.0015 	 Train images 400 	 Round 190
Device  2 	 Train loss 0.1485 	 LR 0.0015 	 Train images 400 	 Round 191
Device  2 	 Train loss 0.1446 	 LR 0.0015 	 Train images 400 	 Round 192
Device  2 	 Train loss 0.1467 	 LR 0.0014 	 Train images 400 	 Round 193
Device  2 	 Train loss 0.1407 	 LR 0.0014 	 Train images 400 	 Round 194
Device  2 	 Train loss 0.1436 	 LR 0.0014 	 Train images 400 	 Round 195
Device  2 	 Train loss 0.1471 	 LR 0.0014 	 Train images 400 	 Round 196
Device  2 	 Train loss 0.1445 	 LR 0.0014 	 Train images 400 	 Round 197
Device  2 	 Train loss 0.1418 	 LR 0.0014 	 Train images 400 	 Round 198
Device  2 	 Train loss 0.1461 	 LR 0.0014 	 Train images 400 	 Round 199
Device  2 	 Train loss 0.1430 	 LR 0.0013 	 Train images 400 	 Round 200
Defense soteria on Dataset MNIST.
Finished computations with time: 19:48:01.201241

