Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='soteria', attack='gs', percent_num=20, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=6, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  6 	 Train loss 2.0276 	 LR 0.0099 	 Train images 400 	 Round   1
Device  6 	 Train loss 0.2282 	 LR 0.0076 	 Train images 400 	 Round  27
Device  6 	 Train loss 0.2310 	 LR 0.0075 	 Train images 400 	 Round  28
Device  6 	 Train loss 0.2269 	 LR 0.0075 	 Train images 400 	 Round  29
Device  6 	 Train loss 0.2185 	 LR 0.0074 	 Train images 400 	 Round  30
Device  6 	 Train loss 0.2122 	 LR 0.0073 	 Train images 400 	 Round  31
Device  6 	 Train loss 0.2271 	 LR 0.0072 	 Train images 400 	 Round  32
Device  6 	 Train loss 0.2093 	 LR 0.0072 	 Train images 400 	 Round  33
Device  6 	 Train loss 0.1996 	 LR 0.0071 	 Train images 400 	 Round  34
Device  6 	 Train loss 0.2086 	 LR 0.0070 	 Train images 400 	 Round  35
Device  6 	 Train loss 0.2133 	 LR 0.0070 	 Train images 400 	 Round  36
Device  6 	 Train loss 0.1897 	 LR 0.0069 	 Train images 400 	 Round  37
Device  6 	 Train loss 0.1994 	 LR 0.0068 	 Train images 400 	 Round  38
Device  6 	 Train loss 0.1967 	 LR 0.0068 	 Train images 400 	 Round  39
Device  6 	 Train loss 0.1975 	 LR 0.0067 	 Train images 400 	 Round  40
Device  6 	 Train loss 0.1850 	 LR 0.0066 	 Train images 400 	 Round  41
Device  6 	 Train loss 0.2012 	 LR 0.0066 	 Train images 400 	 Round  42
Device  6 	 Train loss 0.1818 	 LR 0.0065 	 Train images 400 	 Round  43
Device  6 	 Train loss 0.1860 	 LR 0.0064 	 Train images 400 	 Round  44
Device  6 	 Train loss 0.1718 	 LR 0.0064 	 Train images 400 	 Round  45
Device  6 	 Train loss 0.1800 	 LR 0.0063 	 Train images 400 	 Round  46
Device  6 	 Train loss 0.1858 	 LR 0.0062 	 Train images 400 	 Round  47
Device  6 	 Train loss 0.1877 	 LR 0.0062 	 Train images 400 	 Round  48
Device  6 	 Train loss 0.1723 	 LR 0.0061 	 Train images 400 	 Round  49
Device  6 	 Train loss 0.1758 	 LR 0.0061 	 Train images 400 	 Round  50
Device  6 	 Train loss 0.1652 	 LR 0.0060 	 Train images 400 	 Round  51
Device  6 	 Train loss 0.1673 	 LR 0.0059 	 Train images 400 	 Round  52
Device  6 	 Train loss 0.1681 	 LR 0.0059 	 Train images 400 	 Round  53
Device  6 	 Train loss 0.1823 	 LR 0.0058 	 Train images 400 	 Round  54
Device  6 	 Train loss 0.1730 	 LR 0.0058 	 Train images 400 	 Round  55
Device  6 	 Train loss 0.1714 	 LR 0.0057 	 Train images 400 	 Round  56
Device  6 	 Train loss 0.1717 	 LR 0.0056 	 Train images 400 	 Round  57
Device  6 	 Train loss 0.1658 	 LR 0.0056 	 Train images 400 	 Round  58
Device  6 	 Train loss 0.1744 	 LR 0.0055 	 Train images 400 	 Round  59
Device  6 	 Train loss 0.1716 	 LR 0.0055 	 Train images 400 	 Round  60
Device  6 	 Train loss 0.1681 	 LR 0.0054 	 Train images 400 	 Round  61
Device  6 	 Train loss 0.1668 	 LR 0.0054 	 Train images 400 	 Round  62
Device  6 	 Train loss 0.1628 	 LR 0.0053 	 Train images 400 	 Round  63
Device  6 	 Train loss 0.1571 	 LR 0.0053 	 Train images 400 	 Round  64
Device  6 	 Train loss 0.1649 	 LR 0.0052 	 Train images 400 	 Round  65
Device  6 	 Train loss 0.1556 	 LR 0.0052 	 Train images 400 	 Round  66
Device  6 	 Train loss 0.1611 	 LR 0.0051 	 Train images 400 	 Round  67
Device  6 	 Train loss 0.1687 	 LR 0.0050 	 Train images 400 	 Round  68
Device  6 	 Train loss 0.1579 	 LR 0.0050 	 Train images 400 	 Round  69
Device  6 	 Train loss 0.1648 	 LR 0.0049 	 Train images 400 	 Round  70
Device  6 	 Train loss 0.1682 	 LR 0.0049 	 Train images 400 	 Round  71
Device  6 	 Train loss 0.1561 	 LR 0.0048 	 Train images 400 	 Round  72
Device  6 	 Train loss 0.1613 	 LR 0.0048 	 Train images 400 	 Round  73
Device  6 	 Train loss 0.1601 	 LR 0.0048 	 Train images 400 	 Round  74
Device  6 	 Train loss 0.1531 	 LR 0.0047 	 Train images 400 	 Round  75
Device  6 	 Train loss 0.1573 	 LR 0.0047 	 Train images 400 	 Round  76
Device  6 	 Train loss 0.1643 	 LR 0.0046 	 Train images 400 	 Round  77
Device  6 	 Train loss 0.1571 	 LR 0.0046 	 Train images 400 	 Round  78
Device  6 	 Train loss 0.1601 	 LR 0.0045 	 Train images 400 	 Round  79
Device  6 	 Train loss 0.1586 	 LR 0.0045 	 Train images 400 	 Round  80
Device  6 	 Train loss 0.1526 	 LR 0.0044 	 Train images 400 	 Round  81
Device  6 	 Train loss 0.1587 	 LR 0.0044 	 Train images 400 	 Round  82
Device  6 	 Train loss 0.1490 	 LR 0.0043 	 Train images 400 	 Round  83
Device  6 	 Train loss 0.1551 	 LR 0.0043 	 Train images 400 	 Round  84
Device  6 	 Train loss 0.1567 	 LR 0.0043 	 Train images 400 	 Round  85
Device  6 	 Train loss 0.1468 	 LR 0.0042 	 Train images 400 	 Round  86
Device  6 	 Train loss 0.1612 	 LR 0.0042 	 Train images 400 	 Round  87
Device  6 	 Train loss 0.1652 	 LR 0.0041 	 Train images 400 	 Round  88
Device  6 	 Train loss 0.1531 	 LR 0.0041 	 Train images 400 	 Round  89
Device  6 	 Train loss 0.1573 	 LR 0.0040 	 Train images 400 	 Round  90
Device  6 	 Train loss 0.1423 	 LR 0.0040 	 Train images 400 	 Round  91
Device  6 	 Train loss 0.1490 	 LR 0.0040 	 Train images 400 	 Round  92
Device  6 	 Train loss 0.1569 	 LR 0.0039 	 Train images 400 	 Round  93
Device  6 	 Train loss 0.1600 	 LR 0.0039 	 Train images 400 	 Round  94
Device  6 	 Train loss 0.1525 	 LR 0.0038 	 Train images 400 	 Round  95
Device  6 	 Train loss 0.1533 	 LR 0.0038 	 Train images 400 	 Round  96
Device  6 	 Train loss 0.1585 	 LR 0.0038 	 Train images 400 	 Round  97
Device  6 	 Train loss 0.1511 	 LR 0.0037 	 Train images 400 	 Round  98
Device  6 	 Train loss 0.1510 	 LR 0.0037 	 Train images 400 	 Round  99
Device  6 	 Train loss 0.1450 	 LR 0.0037 	 Train images 400 	 Round 100
Device  6 	 Train loss 0.1551 	 LR 0.0036 	 Train images 400 	 Round 101
Device  6 	 Train loss 0.1511 	 LR 0.0036 	 Train images 400 	 Round 102
Device  6 	 Train loss 0.1425 	 LR 0.0036 	 Train images 400 	 Round 103
Device  6 	 Train loss 0.1544 	 LR 0.0035 	 Train images 400 	 Round 104
Device  6 	 Train loss 0.1542 	 LR 0.0035 	 Train images 400 	 Round 105
Device  6 	 Train loss 0.1498 	 LR 0.0034 	 Train images 400 	 Round 106
Device  6 	 Train loss 0.1460 	 LR 0.0034 	 Train images 400 	 Round 107
Device  6 	 Train loss 0.1517 	 LR 0.0034 	 Train images 400 	 Round 108
Device  6 	 Train loss 0.1435 	 LR 0.0033 	 Train images 400 	 Round 109
Device  6 	 Train loss 0.1497 	 LR 0.0033 	 Train images 400 	 Round 110
Device  6 	 Train loss 0.1605 	 LR 0.0033 	 Train images 400 	 Round 111
Device  6 	 Train loss 0.1502 	 LR 0.0032 	 Train images 400 	 Round 112
Device  6 	 Train loss 0.1507 	 LR 0.0032 	 Train images 400 	 Round 113
Device  6 	 Train loss 0.1517 	 LR 0.0032 	 Train images 400 	 Round 114
Device  6 	 Train loss 0.1536 	 LR 0.0031 	 Train images 400 	 Round 115
Device  6 	 Train loss 0.1559 	 LR 0.0031 	 Train images 400 	 Round 116
Device  6 	 Train loss 0.1616 	 LR 0.0031 	 Train images 400 	 Round 117
Device  6 	 Train loss 0.1555 	 LR 0.0031 	 Train images 400 	 Round 118
Device  6 	 Train loss 0.1525 	 LR 0.0030 	 Train images 400 	 Round 119
Device  6 	 Train loss 0.1503 	 LR 0.0030 	 Train images 400 	 Round 120
Device  6 	 Train loss 0.1464 	 LR 0.0030 	 Train images 400 	 Round 121
Device  6 	 Train loss 0.1624 	 LR 0.0029 	 Train images 400 	 Round 122
Device  6 	 Train loss 0.1547 	 LR 0.0029 	 Train images 400 	 Round 123
Device  6 	 Train loss 0.1511 	 LR 0.0029 	 Train images 400 	 Round 124
Device  6 	 Train loss 0.1538 	 LR 0.0028 	 Train images 400 	 Round 125
Device  6 	 Train loss 0.1500 	 LR 0.0028 	 Train images 400 	 Round 126
Device  6 	 Train loss 0.1489 	 LR 0.0028 	 Train images 400 	 Round 127
Device  6 	 Train loss 0.1514 	 LR 0.0028 	 Train images 400 	 Round 128
Device  6 	 Train loss 0.1498 	 LR 0.0027 	 Train images 400 	 Round 129
Device  6 	 Train loss 0.1544 	 LR 0.0027 	 Train images 400 	 Round 130
Device  6 	 Train loss 0.1530 	 LR 0.0027 	 Train images 400 	 Round 131
Device  6 	 Train loss 0.1619 	 LR 0.0027 	 Train images 400 	 Round 132
Device  6 	 Train loss 0.1527 	 LR 0.0026 	 Train images 400 	 Round 133
Device  6 	 Train loss 0.1529 	 LR 0.0026 	 Train images 400 	 Round 134
Device  6 	 Train loss 0.1482 	 LR 0.0026 	 Train images 400 	 Round 135
Device  6 	 Train loss 0.1501 	 LR 0.0025 	 Train images 400 	 Round 136
Device  6 	 Train loss 0.1581 	 LR 0.0025 	 Train images 400 	 Round 137
Device  6 	 Train loss 0.1597 	 LR 0.0025 	 Train images 400 	 Round 138
Device  6 	 Train loss 0.1525 	 LR 0.0025 	 Train images 400 	 Round 139
Device  6 	 Train loss 0.1565 	 LR 0.0024 	 Train images 400 	 Round 140
Device  6 	 Train loss 0.1530 	 LR 0.0024 	 Train images 400 	 Round 141
Device  6 	 Train loss 0.1547 	 LR 0.0024 	 Train images 400 	 Round 142
Device  6 	 Train loss 0.1545 	 LR 0.0024 	 Train images 400 	 Round 143
Device  6 	 Train loss 0.1522 	 LR 0.0024 	 Train images 400 	 Round 144
Device  6 	 Train loss 0.1539 	 LR 0.0023 	 Train images 400 	 Round 145
Device  6 	 Train loss 0.1623 	 LR 0.0023 	 Train images 400 	 Round 146
Device  6 	 Train loss 0.1517 	 LR 0.0023 	 Train images 400 	 Round 147
Device  6 	 Train loss 0.1531 	 LR 0.0023 	 Train images 400 	 Round 148
Device  6 	 Train loss 0.1598 	 LR 0.0022 	 Train images 400 	 Round 149
Device  6 	 Train loss 0.1528 	 LR 0.0022 	 Train images 400 	 Round 150
Device  6 	 Train loss 0.1541 	 LR 0.0022 	 Train images 400 	 Round 151
Device  6 	 Train loss 0.1577 	 LR 0.0022 	 Train images 400 	 Round 152
Device  6 	 Train loss 0.1569 	 LR 0.0021 	 Train images 400 	 Round 153
Device  6 	 Train loss 0.1638 	 LR 0.0021 	 Train images 400 	 Round 154
Device  6 	 Train loss 0.1533 	 LR 0.0021 	 Train images 400 	 Round 155
Device  6 	 Train loss 0.1597 	 LR 0.0021 	 Train images 400 	 Round 156
Device  6 	 Train loss 0.1611 	 LR 0.0021 	 Train images 400 	 Round 157
Device  6 	 Train loss 0.1530 	 LR 0.0020 	 Train images 400 	 Round 158
Device  6 	 Train loss 0.1577 	 LR 0.0020 	 Train images 400 	 Round 159
Device  6 	 Train loss 0.1616 	 LR 0.0020 	 Train images 400 	 Round 160
Device  6 	 Train loss 0.1675 	 LR 0.0020 	 Train images 400 	 Round 161
Device  6 	 Train loss 0.1631 	 LR 0.0020 	 Train images 400 	 Round 162
Device  6 	 Train loss 0.1616 	 LR 0.0019 	 Train images 400 	 Round 163
Device  6 	 Train loss 0.1657 	 LR 0.0019 	 Train images 400 	 Round 164
Device  6 	 Train loss 0.1645 	 LR 0.0019 	 Train images 400 	 Round 165
Device  6 	 Train loss 0.1598 	 LR 0.0019 	 Train images 400 	 Round 166
Device  6 	 Train loss 0.1614 	 LR 0.0019 	 Train images 400 	 Round 167
Device  6 	 Train loss 0.1656 	 LR 0.0018 	 Train images 400 	 Round 168
Device  6 	 Train loss 0.1581 	 LR 0.0018 	 Train images 400 	 Round 169
Device  6 	 Train loss 0.1611 	 LR 0.0018 	 Train images 400 	 Round 170
Device  6 	 Train loss 0.1614 	 LR 0.0018 	 Train images 400 	 Round 171
Device  6 	 Train loss 0.1580 	 LR 0.0018 	 Train images 400 	 Round 172
Device  6 	 Train loss 0.1700 	 LR 0.0018 	 Train images 400 	 Round 173
Device  6 	 Train loss 0.1649 	 LR 0.0017 	 Train images 400 	 Round 174
Device  6 	 Train loss 0.1619 	 LR 0.0017 	 Train images 400 	 Round 175
Device  6 	 Train loss 0.1707 	 LR 0.0017 	 Train images 400 	 Round 176
Device  6 	 Train loss 0.1647 	 LR 0.0017 	 Train images 400 	 Round 177
Device  6 	 Train loss 0.1710 	 LR 0.0017 	 Train images 400 	 Round 178
Device  6 	 Train loss 0.1706 	 LR 0.0017 	 Train images 400 	 Round 179
Device  6 	 Train loss 0.1703 	 LR 0.0016 	 Train images 400 	 Round 180
Device  6 	 Train loss 0.1693 	 LR 0.0016 	 Train images 400 	 Round 181
Device  6 	 Train loss 0.1648 	 LR 0.0016 	 Train images 400 	 Round 182
Device  6 	 Train loss 0.1606 	 LR 0.0016 	 Train images 400 	 Round 183
Device  6 	 Train loss 0.1654 	 LR 0.0016 	 Train images 400 	 Round 184
Device  6 	 Train loss 0.1682 	 LR 0.0016 	 Train images 400 	 Round 185
Device  6 	 Train loss 0.1655 	 LR 0.0015 	 Train images 400 	 Round 186
Device  6 	 Train loss 0.1733 	 LR 0.0015 	 Train images 400 	 Round 187
Device  6 	 Train loss 0.1731 	 LR 0.0015 	 Train images 400 	 Round 188
Device  6 	 Train loss 0.1677 	 LR 0.0015 	 Train images 400 	 Round 189
Device  6 	 Train loss 0.1680 	 LR 0.0015 	 Train images 400 	 Round 190
Device  6 	 Train loss 0.1664 	 LR 0.0015 	 Train images 400 	 Round 191
Device  6 	 Train loss 0.1770 	 LR 0.0015 	 Train images 400 	 Round 192
Device  6 	 Train loss 0.1702 	 LR 0.0014 	 Train images 400 	 Round 193
Device  6 	 Train loss 0.1712 	 LR 0.0014 	 Train images 400 	 Round 194
Device  6 	 Train loss 0.1785 	 LR 0.0014 	 Train images 400 	 Round 195
Device  6 	 Train loss 0.1783 	 LR 0.0014 	 Train images 400 	 Round 196
Device  6 	 Train loss 0.1747 	 LR 0.0014 	 Train images 400 	 Round 197
Device  6 	 Train loss 0.1706 	 LR 0.0014 	 Train images 400 	 Round 198
Device  6 	 Train loss 0.1708 	 LR 0.0014 	 Train images 400 	 Round 199
Device  6 	 Train loss 0.1783 	 LR 0.0013 	 Train images 400 	 Round 200
Defense soteria on Dataset MNIST.
Finished computations with time: 19:47:41.239871

