Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='soteria', attack='gs', percent_num=20, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=3, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  3 	 Train loss 0.8148 	 LR 0.0099 	 Train images 400 	 Round   1
Device  3 	 Train loss 1.4672 	 LR 0.0098 	 Train images 400 	 Round   2
Device  3 	 Train loss 0.7309 	 LR 0.0097 	 Train images 400 	 Round   3
Device  3 	 Train loss 0.6480 	 LR 0.0096 	 Train images 400 	 Round   4
Device  3 	 Train loss 0.4234 	 LR 0.0095 	 Train images 400 	 Round   5
Device  3 	 Train loss 0.1904 	 LR 0.0094 	 Train images 400 	 Round   6
Device  3 	 Train loss 0.2571 	 LR 0.0093 	 Train images 400 	 Round   7
Device  3 	 Train loss 0.1886 	 LR 0.0092 	 Train images 400 	 Round   8
Device  3 	 Train loss 0.1986 	 LR 0.0091 	 Train images 400 	 Round   9
Device  3 	 Train loss 0.1883 	 LR 0.0090 	 Train images 400 	 Round  10
Device  3 	 Train loss 0.1688 	 LR 0.0090 	 Train images 400 	 Round  11
Device  3 	 Train loss 0.1767 	 LR 0.0089 	 Train images 400 	 Round  12
Device  3 	 Train loss 0.1679 	 LR 0.0088 	 Train images 400 	 Round  13
Device  3 	 Train loss 0.1630 	 LR 0.0087 	 Train images 400 	 Round  14
Device  3 	 Train loss 0.1591 	 LR 0.0086 	 Train images 400 	 Round  15
Device  3 	 Train loss 0.1571 	 LR 0.0085 	 Train images 400 	 Round  16
Device  3 	 Train loss 0.1566 	 LR 0.0084 	 Train images 400 	 Round  17
Device  3 	 Train loss 0.1539 	 LR 0.0083 	 Train images 400 	 Round  18
Device  3 	 Train loss 0.1529 	 LR 0.0083 	 Train images 400 	 Round  19
Device  3 	 Train loss 0.1530 	 LR 0.0082 	 Train images 400 	 Round  20
Device  3 	 Train loss 0.1478 	 LR 0.0081 	 Train images 400 	 Round  21
Device  3 	 Train loss 0.1489 	 LR 0.0080 	 Train images 400 	 Round  22
Device  3 	 Train loss 0.1419 	 LR 0.0079 	 Train images 400 	 Round  23
Device  3 	 Train loss 0.1425 	 LR 0.0079 	 Train images 400 	 Round  24
Device  3 	 Train loss 0.1439 	 LR 0.0078 	 Train images 400 	 Round  25
Device  3 	 Train loss 0.1440 	 LR 0.0077 	 Train images 400 	 Round  26
Device  3 	 Train loss 0.1384 	 LR 0.0076 	 Train images 400 	 Round  27
Device  3 	 Train loss 0.1310 	 LR 0.0075 	 Train images 400 	 Round  28
Device  3 	 Train loss 0.1326 	 LR 0.0075 	 Train images 400 	 Round  29
Device  3 	 Train loss 0.1322 	 LR 0.0074 	 Train images 400 	 Round  30
Device  3 	 Train loss 0.1382 	 LR 0.0073 	 Train images 400 	 Round  31
Device  3 	 Train loss 0.1401 	 LR 0.0072 	 Train images 400 	 Round  32
Device  3 	 Train loss 0.1306 	 LR 0.0072 	 Train images 400 	 Round  33
Device  3 	 Train loss 0.1346 	 LR 0.0071 	 Train images 400 	 Round  34
Device  3 	 Train loss 0.1282 	 LR 0.0070 	 Train images 400 	 Round  35
Device  3 	 Train loss 0.1355 	 LR 0.0070 	 Train images 400 	 Round  36
Device  3 	 Train loss 0.1320 	 LR 0.0069 	 Train images 400 	 Round  37
Device  3 	 Train loss 0.1309 	 LR 0.0068 	 Train images 400 	 Round  38
Device  3 	 Train loss 0.1207 	 LR 0.0068 	 Train images 400 	 Round  39
Device  3 	 Train loss 0.1195 	 LR 0.0067 	 Train images 400 	 Round  40
Device  3 	 Train loss 0.1239 	 LR 0.0066 	 Train images 400 	 Round  41
Device  3 	 Train loss 0.1215 	 LR 0.0066 	 Train images 400 	 Round  42
Device  3 	 Train loss 0.1260 	 LR 0.0065 	 Train images 400 	 Round  43
Device  3 	 Train loss 0.1218 	 LR 0.0064 	 Train images 400 	 Round  44
Device  3 	 Train loss 0.1233 	 LR 0.0064 	 Train images 400 	 Round  45
Device  3 	 Train loss 0.1193 	 LR 0.0063 	 Train images 400 	 Round  46
Device  3 	 Train loss 0.1264 	 LR 0.0062 	 Train images 400 	 Round  47
Device  3 	 Train loss 0.1209 	 LR 0.0062 	 Train images 400 	 Round  48
Device  3 	 Train loss 0.1190 	 LR 0.0061 	 Train images 400 	 Round  49
Device  3 	 Train loss 0.1187 	 LR 0.0061 	 Train images 400 	 Round  50
Device  3 	 Train loss 0.1214 	 LR 0.0060 	 Train images 400 	 Round  51
Device  3 	 Train loss 0.1159 	 LR 0.0059 	 Train images 400 	 Round  52
Device  3 	 Train loss 0.1142 	 LR 0.0059 	 Train images 400 	 Round  53
Device  3 	 Train loss 0.1157 	 LR 0.0058 	 Train images 400 	 Round  54
Device  3 	 Train loss 0.1161 	 LR 0.0058 	 Train images 400 	 Round  55
Device  3 	 Train loss 0.1171 	 LR 0.0057 	 Train images 400 	 Round  56
Device  3 	 Train loss 0.1085 	 LR 0.0056 	 Train images 400 	 Round  57
Device  3 	 Train loss 0.1022 	 LR 0.0056 	 Train images 400 	 Round  58
Device  3 	 Train loss 0.1109 	 LR 0.0055 	 Train images 400 	 Round  59
Device  3 	 Train loss 0.1135 	 LR 0.0055 	 Train images 400 	 Round  60
Device  3 	 Train loss 0.1127 	 LR 0.0054 	 Train images 400 	 Round  61
Device  3 	 Train loss 0.1153 	 LR 0.0054 	 Train images 400 	 Round  62
Device  3 	 Train loss 0.1118 	 LR 0.0053 	 Train images 400 	 Round  63
Device  3 	 Train loss 0.1069 	 LR 0.0053 	 Train images 400 	 Round  64
Device  3 	 Train loss 0.1152 	 LR 0.0052 	 Train images 400 	 Round  65
Device  3 	 Train loss 0.1109 	 LR 0.0052 	 Train images 400 	 Round  66
Device  3 	 Train loss 0.1113 	 LR 0.0051 	 Train images 400 	 Round  67
Device  3 	 Train loss 0.1067 	 LR 0.0050 	 Train images 400 	 Round  68
Device  3 	 Train loss 0.1064 	 LR 0.0050 	 Train images 400 	 Round  69
Device  3 	 Train loss 0.1112 	 LR 0.0049 	 Train images 400 	 Round  70
Device  3 	 Train loss 0.1130 	 LR 0.0049 	 Train images 400 	 Round  71
Device  3 	 Train loss 0.1127 	 LR 0.0048 	 Train images 400 	 Round  72
Device  3 	 Train loss 0.1100 	 LR 0.0048 	 Train images 400 	 Round  73
Device  3 	 Train loss 0.1117 	 LR 0.0048 	 Train images 400 	 Round  74
Device  3 	 Train loss 0.1085 	 LR 0.0047 	 Train images 400 	 Round  75
Device  3 	 Train loss 0.1097 	 LR 0.0047 	 Train images 400 	 Round  76
Device  3 	 Train loss 0.1127 	 LR 0.0046 	 Train images 400 	 Round  77
Device  3 	 Train loss 0.1105 	 LR 0.0046 	 Train images 400 	 Round  78
Device  3 	 Train loss 0.1083 	 LR 0.0045 	 Train images 400 	 Round  79
Device  3 	 Train loss 0.1095 	 LR 0.0045 	 Train images 400 	 Round  80
Device  3 	 Train loss 0.1018 	 LR 0.0044 	 Train images 400 	 Round  81
