Namespace(seed=40, output_dir='./logs', demo=False, pretrained=False, train_lr=0.01, root='/home/lgd/Desktop/SNNFL/datasets', dataset='MNIST', num_workers=2, batch_size=64, num_sen=64, defense='soteria', attack='gs', percent_num=20, layer_num=6, noise_name='Gaussian', loc=0.0, scale=0.01, per_adv=1, dcs_iter=1000, dcs_lr=0.1, lambda_xsim=0.01, lambda_zsim=0.01, epsilon=0.01, early_stop=True, xsim_thr=150.0, lambda_y=0.7, project=True, startpoint='none', mixup=True, precode_size=256, beta=0.001, aug_list='21-13-3+7-4-15', method='non-iid', TotalDevNum=10, DevNum=4, n_data=200, Pro_dev=5, device_id=-1)
Currently evaluating -------------------------------:
CPUs: 24, GPUs: 1 on ubuntu.
GPU : NVIDIA GeForce RTX 4090
<class 'torchvision.datasets.mnist.MNIST'>
Device  4 	 Train loss 1.5963 	 LR 0.0099 	 Train images 400 	 Round   1
Device  4 	 Train loss 0.2919 	 LR 0.0073 	 Train images 400 	 Round  31
Device  4 	 Train loss 0.2824 	 LR 0.0072 	 Train images 400 	 Round  32
Device  4 	 Train loss 0.2699 	 LR 0.0072 	 Train images 400 	 Round  33
Device  4 	 Train loss 0.2853 	 LR 0.0071 	 Train images 400 	 Round  34
Device  4 	 Train loss 0.2781 	 LR 0.0070 	 Train images 400 	 Round  35
Device  4 	 Train loss 0.2720 	 LR 0.0070 	 Train images 400 	 Round  36
Device  4 	 Train loss 0.2754 	 LR 0.0069 	 Train images 400 	 Round  37
Device  4 	 Train loss 0.2780 	 LR 0.0068 	 Train images 400 	 Round  38
Device  4 	 Train loss 0.2763 	 LR 0.0068 	 Train images 400 	 Round  39
Device  4 	 Train loss 0.2726 	 LR 0.0067 	 Train images 400 	 Round  40
Device  4 	 Train loss 0.2664 	 LR 0.0066 	 Train images 400 	 Round  41
Device  4 	 Train loss 0.2653 	 LR 0.0066 	 Train images 400 	 Round  42
Device  4 	 Train loss 0.2654 	 LR 0.0065 	 Train images 400 	 Round  43
Device  4 	 Train loss 0.2600 	 LR 0.0064 	 Train images 400 	 Round  44
Device  4 	 Train loss 0.2667 	 LR 0.0064 	 Train images 400 	 Round  45
Device  4 	 Train loss 0.2619 	 LR 0.0063 	 Train images 400 	 Round  46
Device  4 	 Train loss 0.2468 	 LR 0.0062 	 Train images 400 	 Round  47
Device  4 	 Train loss 0.2549 	 LR 0.0062 	 Train images 400 	 Round  48
Device  4 	 Train loss 0.2529 	 LR 0.0061 	 Train images 400 	 Round  49
Device  4 	 Train loss 0.2475 	 LR 0.0061 	 Train images 400 	 Round  50
Device  4 	 Train loss 0.2525 	 LR 0.0060 	 Train images 400 	 Round  51
Device  4 	 Train loss 0.2516 	 LR 0.0059 	 Train images 400 	 Round  52
Device  4 	 Train loss 0.2445 	 LR 0.0059 	 Train images 400 	 Round  53
Device  4 	 Train loss 0.2473 	 LR 0.0058 	 Train images 400 	 Round  54
Device  4 	 Train loss 0.2494 	 LR 0.0058 	 Train images 400 	 Round  55
Device  4 	 Train loss 0.2448 	 LR 0.0057 	 Train images 400 	 Round  56
Device  4 	 Train loss 0.2304 	 LR 0.0056 	 Train images 400 	 Round  57
Device  4 	 Train loss 0.2300 	 LR 0.0056 	 Train images 400 	 Round  58
Device  4 	 Train loss 0.2401 	 LR 0.0055 	 Train images 400 	 Round  59
Device  4 	 Train loss 0.2482 	 LR 0.0055 	 Train images 400 	 Round  60
Device  4 	 Train loss 0.2368 	 LR 0.0054 	 Train images 400 	 Round  61
Device  4 	 Train loss 0.2299 	 LR 0.0054 	 Train images 400 	 Round  62
Device  4 	 Train loss 0.2326 	 LR 0.0053 	 Train images 400 	 Round  63
Device  4 	 Train loss 0.2330 	 LR 0.0053 	 Train images 400 	 Round  64
Device  4 	 Train loss 0.2306 	 LR 0.0052 	 Train images 400 	 Round  65
Device  4 	 Train loss 0.2357 	 LR 0.0052 	 Train images 400 	 Round  66
Device  4 	 Train loss 0.2395 	 LR 0.0051 	 Train images 400 	 Round  67
Device  4 	 Train loss 0.2204 	 LR 0.0050 	 Train images 400 	 Round  68
Device  4 	 Train loss 0.2323 	 LR 0.0050 	 Train images 400 	 Round  69
Device  4 	 Train loss 0.2301 	 LR 0.0049 	 Train images 400 	 Round  70
Device  4 	 Train loss 0.2271 	 LR 0.0049 	 Train images 400 	 Round  71
Device  4 	 Train loss 0.2138 	 LR 0.0048 	 Train images 400 	 Round  72
Device  4 	 Train loss 0.2152 	 LR 0.0048 	 Train images 400 	 Round  73
Device  4 	 Train loss 0.2370 	 LR 0.0048 	 Train images 400 	 Round  74
Device  4 	 Train loss 0.2276 	 LR 0.0047 	 Train images 400 	 Round  75
Device  4 	 Train loss 0.2157 	 LR 0.0047 	 Train images 400 	 Round  76
Device  4 	 Train loss 0.2202 	 LR 0.0046 	 Train images 400 	 Round  77
Device  4 	 Train loss 0.2215 	 LR 0.0046 	 Train images 400 	 Round  78
Device  4 	 Train loss 0.2157 	 LR 0.0045 	 Train images 400 	 Round  79
Device  4 	 Train loss 0.2184 	 LR 0.0045 	 Train images 400 	 Round  80
Device  4 	 Train loss 0.2093 	 LR 0.0044 	 Train images 400 	 Round  81
Device  4 	 Train loss 0.2094 	 LR 0.0044 	 Train images 400 	 Round  82
Device  4 	 Train loss 0.2111 	 LR 0.0043 	 Train images 400 	 Round  83
Device  4 	 Train loss 0.2226 	 LR 0.0043 	 Train images 400 	 Round  84
Device  4 	 Train loss 0.2114 	 LR 0.0043 	 Train images 400 	 Round  85
Device  4 	 Train loss 0.2114 	 LR 0.0042 	 Train images 400 	 Round  86
Device  4 	 Train loss 0.2086 	 LR 0.0042 	 Train images 400 	 Round  87
Device  4 	 Train loss 0.2099 	 LR 0.0041 	 Train images 400 	 Round  88
Device  4 	 Train loss 0.2029 	 LR 0.0041 	 Train images 400 	 Round  89
Device  4 	 Train loss 0.2048 	 LR 0.0040 	 Train images 400 	 Round  90
Device  4 	 Train loss 0.2076 	 LR 0.0040 	 Train images 400 	 Round  91
Device  4 	 Train loss 0.2115 	 LR 0.0040 	 Train images 400 	 Round  92
Device  4 	 Train loss 0.2053 	 LR 0.0039 	 Train images 400 	 Round  93
Device  4 	 Train loss 0.2096 	 LR 0.0039 	 Train images 400 	 Round  94
Device  4 	 Train loss 0.2123 	 LR 0.0038 	 Train images 400 	 Round  95
Device  4 	 Train loss 0.2099 	 LR 0.0038 	 Train images 400 	 Round  96
Device  4 	 Train loss 0.2140 	 LR 0.0038 	 Train images 400 	 Round  97
Device  4 	 Train loss 0.2049 	 LR 0.0037 	 Train images 400 	 Round  98
Device  4 	 Train loss 0.2074 	 LR 0.0037 	 Train images 400 	 Round  99
Device  4 	 Train loss 0.2102 	 LR 0.0037 	 Train images 400 	 Round 100
Device  4 	 Train loss 0.2072 	 LR 0.0036 	 Train images 400 	 Round 101
Device  4 	 Train loss 0.2002 	 LR 0.0036 	 Train images 400 	 Round 102
Device  4 	 Train loss 0.2062 	 LR 0.0036 	 Train images 400 	 Round 103
Device  4 	 Train loss 0.2074 	 LR 0.0035 	 Train images 400 	 Round 104
Device  4 	 Train loss 0.2008 	 LR 0.0035 	 Train images 400 	 Round 105
Device  4 	 Train loss 0.1944 	 LR 0.0034 	 Train images 400 	 Round 106
Device  4 	 Train loss 0.2032 	 LR 0.0034 	 Train images 400 	 Round 107
Device  4 	 Train loss 0.2013 	 LR 0.0034 	 Train images 400 	 Round 108
Device  4 	 Train loss 0.2017 	 LR 0.0033 	 Train images 400 	 Round 109
Device  4 	 Train loss 0.2060 	 LR 0.0033 	 Train images 400 	 Round 110
Device  4 	 Train loss 0.1937 	 LR 0.0033 	 Train images 400 	 Round 111
Device  4 	 Train loss 0.1981 	 LR 0.0032 	 Train images 400 	 Round 112
Device  4 	 Train loss 0.2079 	 LR 0.0032 	 Train images 400 	 Round 113
Device  4 	 Train loss 0.2083 	 LR 0.0032 	 Train images 400 	 Round 114
Device  4 	 Train loss 0.1930 	 LR 0.0031 	 Train images 400 	 Round 115
Device  4 	 Train loss 0.1973 	 LR 0.0031 	 Train images 400 	 Round 116
Device  4 	 Train loss 0.1963 	 LR 0.0031 	 Train images 400 	 Round 117
Device  4 	 Train loss 0.2015 	 LR 0.0031 	 Train images 400 	 Round 118
Device  4 	 Train loss 0.1972 	 LR 0.0030 	 Train images 400 	 Round 119
Device  4 	 Train loss 0.1948 	 LR 0.0030 	 Train images 400 	 Round 120
Device  4 	 Train loss 0.1909 	 LR 0.0030 	 Train images 400 	 Round 121
Device  4 	 Train loss 0.1926 	 LR 0.0029 	 Train images 400 	 Round 122
Device  4 	 Train loss 0.1983 	 LR 0.0029 	 Train images 400 	 Round 123
Device  4 	 Train loss 0.1943 	 LR 0.0029 	 Train images 400 	 Round 124
Device  4 	 Train loss 0.1973 	 LR 0.0028 	 Train images 400 	 Round 125
Device  4 	 Train loss 0.1959 	 LR 0.0028 	 Train images 400 	 Round 126
Device  4 	 Train loss 0.1932 	 LR 0.0028 	 Train images 400 	 Round 127
Device  4 	 Train loss 0.1885 	 LR 0.0028 	 Train images 400 	 Round 128
Device  4 	 Train loss 0.1871 	 LR 0.0027 	 Train images 400 	 Round 129
Device  4 	 Train loss 0.1931 	 LR 0.0027 	 Train images 400 	 Round 130
Device  4 	 Train loss 0.1927 	 LR 0.0027 	 Train images 400 	 Round 131
Device  4 	 Train loss 0.1943 	 LR 0.0027 	 Train images 400 	 Round 132
Device  4 	 Train loss 0.1939 	 LR 0.0026 	 Train images 400 	 Round 133
Device  4 	 Train loss 0.1926 	 LR 0.0026 	 Train images 400 	 Round 134
Device  4 	 Train loss 0.1921 	 LR 0.0026 	 Train images 400 	 Round 135
Device  4 	 Train loss 0.1922 	 LR 0.0025 	 Train images 400 	 Round 136
Device  4 	 Train loss 0.1921 	 LR 0.0025 	 Train images 400 	 Round 137
Device  4 	 Train loss 0.1828 	 LR 0.0025 	 Train images 400 	 Round 138
Device  4 	 Train loss 0.1888 	 LR 0.0025 	 Train images 400 	 Round 139
Device  4 	 Train loss 0.1884 	 LR 0.0024 	 Train images 400 	 Round 140
Device  4 	 Train loss 0.1909 	 LR 0.0024 	 Train images 400 	 Round 141
Device  4 	 Train loss 0.1942 	 LR 0.0024 	 Train images 400 	 Round 142
Device  4 	 Train loss 0.1882 	 LR 0.0024 	 Train images 400 	 Round 143
Device  4 	 Train loss 0.1897 	 LR 0.0024 	 Train images 400 	 Round 144
Device  4 	 Train loss 0.1885 	 LR 0.0023 	 Train images 400 	 Round 145
Device  4 	 Train loss 0.1790 	 LR 0.0023 	 Train images 400 	 Round 146
Device  4 	 Train loss 0.1886 	 LR 0.0023 	 Train images 400 	 Round 147
Device  4 	 Train loss 0.1877 	 LR 0.0023 	 Train images 400 	 Round 148
Device  4 	 Train loss 0.1934 	 LR 0.0022 	 Train images 400 	 Round 149
Device  4 	 Train loss 0.1850 	 LR 0.0022 	 Train images 400 	 Round 150
Device  4 	 Train loss 0.1897 	 LR 0.0022 	 Train images 400 	 Round 151
Device  4 	 Train loss 0.1924 	 LR 0.0022 	 Train images 400 	 Round 152
Device  4 	 Train loss 0.1873 	 LR 0.0021 	 Train images 400 	 Round 153
Device  4 	 Train loss 0.1927 	 LR 0.0021 	 Train images 400 	 Round 154
Device  4 	 Train loss 0.1804 	 LR 0.0021 	 Train images 400 	 Round 155
Device  4 	 Train loss 0.1883 	 LR 0.0021 	 Train images 400 	 Round 156
Device  4 	 Train loss 0.1853 	 LR 0.0021 	 Train images 400 	 Round 157
Device  4 	 Train loss 0.1825 	 LR 0.0020 	 Train images 400 	 Round 158
Device  4 	 Train loss 0.1813 	 LR 0.0020 	 Train images 400 	 Round 159
Device  4 	 Train loss 0.1824 	 LR 0.0020 	 Train images 400 	 Round 160
Device  4 	 Train loss 0.1881 	 LR 0.0020 	 Train images 400 	 Round 161
Device  4 	 Train loss 0.1939 	 LR 0.0020 	 Train images 400 	 Round 162
Device  4 	 Train loss 0.1860 	 LR 0.0019 	 Train images 400 	 Round 163
Device  4 	 Train loss 0.1885 	 LR 0.0019 	 Train images 400 	 Round 164
Device  4 	 Train loss 0.1838 	 LR 0.0019 	 Train images 400 	 Round 165
Device  4 	 Train loss 0.1904 	 LR 0.0019 	 Train images 400 	 Round 166
Device  4 	 Train loss 0.1865 	 LR 0.0019 	 Train images 400 	 Round 167
Device  4 	 Train loss 0.1869 	 LR 0.0018 	 Train images 400 	 Round 168
Device  4 	 Train loss 0.1817 	 LR 0.0018 	 Train images 400 	 Round 169
Device  4 	 Train loss 0.1787 	 LR 0.0018 	 Train images 400 	 Round 170
Device  4 	 Train loss 0.1851 	 LR 0.0018 	 Train images 400 	 Round 171
Device  4 	 Train loss 0.1916 	 LR 0.0018 	 Train images 400 	 Round 172
Device  4 	 Train loss 0.1867 	 LR 0.0018 	 Train images 400 	 Round 173
Device  4 	 Train loss 0.1891 	 LR 0.0017 	 Train images 400 	 Round 174
Device  4 	 Train loss 0.1840 	 LR 0.0017 	 Train images 400 	 Round 175
Device  4 	 Train loss 0.1896 	 LR 0.0017 	 Train images 400 	 Round 176
Device  4 	 Train loss 0.1885 	 LR 0.0017 	 Train images 400 	 Round 177
Device  4 	 Train loss 0.1856 	 LR 0.0017 	 Train images 400 	 Round 178
Device  4 	 Train loss 0.1858 	 LR 0.0017 	 Train images 400 	 Round 179
Device  4 	 Train loss 0.1909 	 LR 0.0016 	 Train images 400 	 Round 180
Device  4 	 Train loss 0.1846 	 LR 0.0016 	 Train images 400 	 Round 181
Device  4 	 Train loss 0.1849 	 LR 0.0016 	 Train images 400 	 Round 182
Device  4 	 Train loss 0.1859 	 LR 0.0016 	 Train images 400 	 Round 183
Device  4 	 Train loss 0.1867 	 LR 0.0016 	 Train images 400 	 Round 184
Device  4 	 Train loss 0.1873 	 LR 0.0016 	 Train images 400 	 Round 185
Device  4 	 Train loss 0.1880 	 LR 0.0015 	 Train images 400 	 Round 186
Device  4 	 Train loss 0.1868 	 LR 0.0015 	 Train images 400 	 Round 187
Device  4 	 Train loss 0.1856 	 LR 0.0015 	 Train images 400 	 Round 188
Device  4 	 Train loss 0.1816 	 LR 0.0015 	 Train images 400 	 Round 189
Device  4 	 Train loss 0.1915 	 LR 0.0015 	 Train images 400 	 Round 190
Device  4 	 Train loss 0.1859 	 LR 0.0015 	 Train images 400 	 Round 191
Device  4 	 Train loss 0.1871 	 LR 0.0015 	 Train images 400 	 Round 192
Device  4 	 Train loss 0.1897 	 LR 0.0014 	 Train images 400 	 Round 193
Device  4 	 Train loss 0.1851 	 LR 0.0014 	 Train images 400 	 Round 194
Device  4 	 Train loss 0.1836 	 LR 0.0014 	 Train images 400 	 Round 195
Device  4 	 Train loss 0.1897 	 LR 0.0014 	 Train images 400 	 Round 196
Device  4 	 Train loss 0.1876 	 LR 0.0014 	 Train images 400 	 Round 197
Device  4 	 Train loss 0.1879 	 LR 0.0014 	 Train images 400 	 Round 198
Device  4 	 Train loss 0.1886 	 LR 0.0014 	 Train images 400 	 Round 199
Device  4 	 Train loss 0.1765 	 LR 0.0013 	 Train images 400 	 Round 200
Defense soteria on Dataset MNIST.
Finished computations with time: 19:47:51.251640

