S_acc,S_loss,C1_acc,C1_loss,C2_acc,C2_loss,C3_acc,C3_loss,C4_acc,C4_loss,C5_acc,C5_loss,C6_acc,C6_loss,C7_acc,C7_loss,C8_acc,C8_loss,C9_acc,C9_loss,C10_acc,C10_loss
0.9515,4.6775,1.398,4.6854,0.7401,4.6577,1.2336,4.6639,1.2336,4.6684,0.9046,4.6734,0.8224,4.6892,0.5757,4.6981,1.2336,4.6696,0.9046,4.6681,0.4112,4.6772
1.5024,4.6302,0.9868,4.6428,1.6447,4.5956,1.1513,4.6037,1.8914,4.6174,1.4803,4.6122,0.9046,4.6397,1.5625,4.6246,1.8092,4.6214,1.4803,4.61,1.4803,4.6336
2.6643,4.4149,3.4539,4.4256,3.4539,4.3645,3.3717,4.362,2.7961,4.411,3.125,4.4165,2.3849,4.4189,2.0559,4.4078,2.5493,4.3857,2.4671,4.3976,1.9737,4.4077
4.1967,4.3506,3.7007,4.3705,5.2632,4.2846,5.5921,4.2706,4.0296,4.3503,3.9474,4.3587,4.9342,4.3321,4.6875,4.3223,5.5921,4.3114,4.6053,4.3198,3.7007,4.3143
7.8726,4.0735,8.1414,4.0528,10.0329,3.9596,9.2928,3.9948,7.8125,4.0591,8.5526,4.1011,8.6349,4.0471,10.0329,4.0171,8.9638,4.0279,7.977,4.0394,9.5395,4.0131
6.6506,4.144,6.5789,4.1203,7.5658,4.038,9.1283,4.0247,6.8257,4.1148,6.3322,4.1445,7.4013,4.0856,7.4013,4.0697,7.0724,4.0511,8.6349,4.0591,8.0592,4.0526
5.0681,4.327,6.3322,4.3054,6.4967,4.2277,5.8388,4.2763,4.6053,4.329,4.6053,4.3467,6.4145,4.2883,5.5921,4.281,4.6053,4.2987,5.2632,4.2757,6.3322,4.2718
12.52,3.8638,14.6382,3.7959,18.5855,3.7061,14.7204,3.7089,14.3914,3.7854,12.5822,3.8619,14.0625,3.7946,14.3914,3.7473,15.2138,3.7681,15.7072,3.7697,16.6118,3.7117
3.9062,4.3633,3.6184,4.3641,5.0164,4.2638,4.2763,4.3092,4.852,4.3431,3.7007,4.3775,3.7007,4.316,4.2763,4.3012,4.2763,4.3188,4.7697,4.318,5.5099,4.2942
14.3329,3.7728,15.9539,3.6395,19.4901,3.556,17.4342,3.5828,17.8454,3.6223,13.6513,3.7827,17.8454,3.6372,18.0099,3.5774,17.2697,3.6207,16.5296,3.6109,16.4474,3.619
9.5553,4.1339,8.8816,4.088,11.3487,4.0182,12.5,4.0292,10.8553,4.0901,8.5526,4.1455,11.9243,4.0371,11.4309,4.0333,11.9243,4.042,10.6086,4.0565,10.4441,4.0294
13.0709,3.8515,16.6941,3.6946,18.0921,3.5916,16.5296,3.645,14.9671,3.7175,12.6645,3.8922,17.5164,3.6889,16.1184,3.6576,17.352,3.6629,15.7072,3.6642,16.3651,3.6698
16.8269,3.6572,21.1349,3.4749,25.0,3.3553,22.1217,3.4008,22.6151,3.4306,14.7204,3.6788,21.4638,3.4594,21.2171,3.4286,21.875,3.424,21.875,3.4403,20.8882,3.3893
5.3486,4.2816,7.4836,4.2031,8.9638,4.1744,6.7434,4.2002,7.1546,4.2244,5.3454,4.2731,7.8947,4.2112,8.0592,4.1805,6.3322,4.227,6.5789,4.2188,5.5921,4.1937
19.1807,3.5058,27.4671,3.2183,30.0987,3.1442,29.1118,3.1446,28.125,3.1825,18.9967,3.5308,26.727,3.2278,28.7007,3.1637,28.2895,3.1945,27.3026,3.1594,26.727,3.1795
10.1763,4.0823,13.6513,3.971,15.0493,3.9067,14.7204,3.9202,13.5691,3.9492,9.375,4.0805,13.2401,3.9731,12.7467,3.94,11.9243,3.9594,11.8421,3.9752,12.5822,3.9313
17.1174,3.5678,25.5757,3.2672,26.4803,3.2053,25.4112,3.2054,24.0954,3.2665,16.6118,3.5679,24.4243,3.2525,25.1645,3.2301,24.9178,3.2308,25.2467,3.2105,24.0132,3.2041
14.393,3.9284,20.2303,3.7793,19.9013,3.7359,22.2862,3.7372,21.875,3.7615,15.625,3.9296,21.1349,3.7708,22.0395,3.7274,20.3125,3.7778,19.4901,3.7686,21.2171,3.744
14.9339,3.8264,21.7928,3.5839,22.6151,3.5459,20.3947,3.5409,21.4638,3.5751,13.5691,3.8529,21.4638,3.6085,21.2171,3.5786,22.2862,3.5578,21.2171,3.5571,20.8882,3.573
17.1074,3.7522,22.8618,3.5056,27.7138,3.4343,25.0822,3.4745,24.7533,3.4502,16.1184,3.7509,24.4243,3.4907,24.5066,3.4726,26.1513,3.4937,26.0691,3.4799,25.2467,3.4588
20.3626,3.5647,31.5789,3.1951,32.0724,3.1163,31.8257,3.135,31.8257,3.1824,18.5033,3.5757,31.0855,3.1967,31.9079,3.1789,29.9342,3.1798,32.0724,3.1385,30.2632,3.1683
17.6683,3.8416,27.4671,3.6013,30.8388,3.5414,29.2763,3.5569,27.5493,3.596,16.4474,3.8471,28.5362,3.599,30.4276,3.5528,28.9474,3.5895,29.4408,3.5856,28.8651,3.5727
14.1627,3.9239,19.9836,3.705,21.875,3.68,22.2862,3.6699,21.2993,3.6909,14.8849,3.9319,22.4507,3.6689,21.4638,3.6595,21.3816,3.6867,22.2862,3.6822,20.477,3.6905
20.1522,3.4666,33.9638,2.9307,37.0888,2.8539,34.375,2.8846,36.5954,2.9132,19.2434,3.4653,35.1151,2.95,36.3487,2.899,34.8684,2.9237,34.7862,2.8854,33.6349,2.8974
16.9171,3.7864,27.7961,3.5006,31.0855,3.4298,28.5362,3.4525,28.7829,3.4516,18.0099,3.7601,30.0987,3.4599,29.3586,3.4384,28.2072,3.4814,30.0987,3.4516,29.4408,3.4315
11.5585,4.106,16.6941,3.9028,19.2434,3.8624,16.6941,3.8814,16.5296,3.9143,10.6908,4.1138,17.7632,3.9134,19.7368,3.8688,16.8586,3.9291,19.2434,3.8625,18.75,3.9019
17.1174,3.721,32.5658,3.2881,35.0329,3.2669,30.9211,3.2724,33.4704,3.2667,18.5855,3.6826,32.8125,3.2905,32.4836,3.2526,33.8816,3.269,31.25,3.2698,32.4836,3.2487
21.224,3.4142,41.2007,2.6795,44.4079,2.62,41.2829,2.6475,41.6941,2.6448,22.6974,3.3528,42.023,2.6759,39.6382,2.6508,40.5428,2.6744,41.4474,2.6752,39.3092,2.664
9.375,4.2769,14.5559,4.1448,14.5559,4.1115,12.9934,4.1121,13.898,4.1361,9.375,4.274,14.7204,4.1174,17.023,4.1057,13.8158,4.1155,15.625,4.0924,13.8158,4.1315
25.1803,3.1384,62.9934,1.6417,67.4342,1.5555,65.9539,1.5725,66.2007,1.557,24.7533,3.1292,63.9803,1.6293,64.5559,1.5961,64.8849,1.5996,65.7895,1.5396,62.9934,1.6329
26.272,3.116,68.9967,1.351,73.8487,1.2853,71.4638,1.3182,72.0395,1.2824,27.3849,3.0864,71.0526,1.3546,70.3947,1.3594,70.3947,1.3579,71.2993,1.2844,68.9967,1.3441
26.5124,3.1189,72.3684,1.2809,75.4934,1.219,73.9309,1.2323,74.3421,1.187,28.5362,3.0697,72.4507,1.2632,73.0263,1.2626,72.4507,1.2753,73.3553,1.2061,73.1908,1.2694
26.5024,3.1069,73.1086,1.276,76.3158,1.2096,74.4243,1.2338,76.2336,1.1838,27.7961,3.0542,74.3421,1.2752,73.8487,1.2618,74.4243,1.2655,73.4375,1.2205,75.0,1.2643
26.4523,3.1226,76.398,1.1658,78.5362,1.1168,76.9737,1.1308,77.8783,1.0992,28.2895,3.0491,77.3849,1.1688,75.9868,1.1517,75.7401,1.1763,76.5625,1.1274,75.6579,1.1647
26.7127,3.113,76.5625,1.1804,78.7829,1.1317,77.3849,1.1551,79.6875,1.111,27.7961,3.0621,76.5625,1.1657,76.727,1.1521,76.3158,1.1839,77.4671,1.1196,77.4671,1.1719
26.6126,3.1078,76.6447,1.2249,79.6875,1.1485,77.3026,1.186,80.0164,1.1396,27.3849,3.0409,77.3849,1.2139,76.3158,1.2092,77.7961,1.2031,77.2204,1.168,78.3717,1.2016
26.252,3.134,79.523,1.0713,82.648,1.0105,80.5921,1.0465,82.7303,1.0015,27.7961,3.0578,79.9342,1.0733,79.7697,1.0465,80.9211,1.0611,79.523,1.0268,79.852,1.0604
25.8213,3.1553,77.6316,1.1834,79.852,1.1037,78.3717,1.1582,81.5789,1.1021,28.9474,3.0424,77.7961,1.184,76.8092,1.1789,78.0428,1.1807,78.9474,1.1402,78.2895,1.1799
26.1919,3.1525,80.7566,1.0282,82.1546,0.9801,81.3322,1.0006,84.0461,0.961,27.9605,3.0406,82.4836,1.0204,80.9211,1.0248,81.25,1.0255,80.9211,0.9838,80.7566,1.0148
26.1619,3.1505,82.4836,1.0226,82.648,0.9758,82.2368,1.0003,85.1151,0.9598,27.7961,3.0421,81.9079,1.0311,81.25,1.0146,81.4967,1.0245,83.0592,0.9771,82.4836,1.0154
26.1819,3.1384,82.5658,1.0897,82.5658,1.0489,81.6612,1.0518,84.375,1.0191,27.8783,2.9784,81.25,1.0759,81.0855,1.0704,80.8388,1.0913,80.5099,1.0573,82.8947,1.067
26.1018,3.1548,84.4572,0.9567,86.3487,0.9113,83.1414,0.9623,87.4178,0.9056,28.9474,3.0011,83.6349,0.9806,82.3191,0.9682,84.375,0.9648,83.3882,0.9397,84.8684,0.9555
25.7111,3.1716,82.7303,1.0571,81.1678,1.0273,82.4013,1.034,85.1974,0.9864,28.6184,2.9958,81.6612,1.0493,80.1809,1.0584,81.7434,1.0637,81.4145,1.0344,83.3882,1.0438
25.7111,3.1751,83.5526,1.0736,83.3882,1.03,82.4836,1.0617,85.773,1.02,27.7138,3.0315,81.6612,1.0826,82.8125,1.0567,82.3191,1.0853,81.1678,1.0566,82.0724,1.0741
25.8013,3.1707,84.8684,1.0611,84.375,1.0414,83.2237,1.0486,85.9375,1.0086,26.8914,3.0301,83.5526,1.0589,82.4013,1.0498,82.2368,1.0887,82.4013,1.034,84.7039,1.0736
26.1318,3.1664,87.4178,0.9017,87.9934,0.8769,87.3355,0.8989,90.4605,0.8481,28.7829,2.9899,87.0888,0.9105,86.2664,0.9047,86.6776,0.9212,85.5263,0.8813,87.5822,0.9084
25.631,3.1874,86.3487,0.9346,87.9934,0.8972,88.2401,0.914,89.3092,0.8716,28.2895,2.9989,86.5132,0.9352,86.5954,0.9274,86.8421,0.9422,86.4309,0.8842,88.1579,0.9098
